,text_id,source_tokens,target_tokens,labels
665,AAEC_129,I just failed to participate in the university entrance exam,"we need to save time for accomplishing some important tasks, and a fitting example of which can be found in my experience of missing exam",support
666,AAEC_129,"we need to save time for accomplishing some important tasks, and a fitting example of which can be found in my experience of missing exam",we have to be eager in our lives,support
667,AAEC_129,"I had spent more time on practicing playing piano so that I won a piano competition, defeating those spending less time on practicing","If I can avoid being a sluggish person, I can have a higher probability of fulfilling my dream successfully",support
668,AAEC_129,"If I can avoid being a sluggish person, I can have a higher probability of fulfilling my dream successfully",keeping our pace higher is important,support
669,AAEC_129,keeping in high pace condition can prevent me from getting lazy,keeping our pace higher is important,support
670,AAEC_129,it is really joyful for me that I can immerse in the joy of the victory and accomplishment,I do not think that those people with slower pace losing the piano competition can be really happy,attack
671,AAEC_129,I do not think that those people with slower pace losing the piano competition can be really happy,with a slower pace can enjoy their lives more,attack
672,AAEC_129,it is not necessary for them to notice the time control or acquire the fame of succeed,with a slower pace can enjoy their lives more,support
673,AAEC_129,the advantages of this are qualitatively greater than that of the opposite,I prefer to live in a higher pace condition,support
674,AAEC_129,the advantages of this are qualitatively greater than that of the opposite,living in a higher pace is better,support
675,AAEC_129,the advantages of this are qualitatively greater than that of the opposite,I prefer to live in high pace,support
676,AAEC_129,we have to be eager in our lives,I prefer to live in a higher pace condition,support
677,AAEC_129,we have to be eager in our lives,living in a higher pace is better,support
678,AAEC_129,we have to be eager in our lives,I prefer to live in high pace,support
679,AAEC_129,keeping our pace higher is important,I prefer to live in a higher pace condition,support
680,AAEC_129,keeping our pace higher is important,living in a higher pace is better,support
681,AAEC_129,keeping our pace higher is important,I prefer to live in high pace,support
682,AAEC_129,with a slower pace can enjoy their lives more,I prefer to live in a higher pace condition,attack
683,AAEC_129,with a slower pace can enjoy their lives more,living in a higher pace is better,attack
684,AAEC_129,with a slower pace can enjoy their lives more,I prefer to live in high pace,attack
685,AAEC_136,the widespread of alternative sources of knowledge has played an important role in students' acquisition of knowledge,technologies are vital in students' learning,support
686,AAEC_136,"Computers can be programmed to provide an endless numbers of questions in diverse range of fields, and as the students answer these questions, the facts has been learned and reinforced",technologies are vital in students' learning,support
687,AAEC_136,"A case in point is the reading and listening parts of TOEFL iBT exams, as candidates have to answer many questions in a limited period of time",technologies are vital in students' learning,support
688,AAEC_136,"when students have some academic problems, they can post those to some websites and receive correct answers from unknown people in faraway places without any costs",technologies are vital in students' learning,support
689,AAEC_136,"in the past, conducting a research require long hours of searching in library shelves, now all can be done at a click of a button",technologies are vital in students' learning,support
690,AAEC_136,"At schools, students' development has been orchestrated stage by stage, step by step by experienced teachers, and their acquisition of knowledge is guided and backed up in a systematic way",formal education approaches are also indispensable,support
691,AAEC_136,schools and university are places in which students gather to be educated and learn from each others as well as formal educators,formal education approaches are also indispensable,support
692,AAEC_136,learners can obtain more useful knowledge from teachers than from other sources,both alternative sources and traditional teaching methods from educators are equally important in children's acquisition of knowledge,attack
693,AAEC_136,learners can obtain more useful knowledge from teachers than from other sources,alternative sources information and traditional education systems are equally important in children's development,attack
694,AAEC_136,technologies are vital in students' learning,both alternative sources and traditional teaching methods from educators are equally important in children's acquisition of knowledge,support
695,AAEC_136,technologies are vital in students' learning,alternative sources information and traditional education systems are equally important in children's development,support
696,AAEC_136,formal education approaches are also indispensable,both alternative sources and traditional teaching methods from educators are equally important in children's acquisition of knowledge,support
697,AAEC_136,formal education approaches are also indispensable,alternative sources information and traditional education systems are equally important in children's development,support
698,AAEC_139,"If certain species are absent from this system, such kind of balance is likely to be disrupted and other species, including human beings, will come under threat",it is our responsibility to keep as many species on the Earth as possible,support
699,AAEC_139,biodiversity is essential to maintain the balance of ecosystem,it is our responsibility to keep as many species on the Earth as possible,support
700,AAEC_139,they were unable to fit into the new environment,A great number of plants and animals died out,support
701,AAEC_139,The environment on the Earth has been transformed many times since the first species came into being,species extinction is quite natural according to the theory of evolution,support
702,AAEC_139,A great number of plants and animals died out,species extinction is quite natural according to the theory of evolution,support
703,AAEC_139,the process of extinction of some species is irrevocable and we can do nothing about it,species extinction is quite natural according to the theory of evolution,support
704,AAEC_139,"When these problems are taken into account, extinction of some animals recedes greatly in importance and it is not sensible to devote our limited resources to animals that have been past help",We should put our own survival and sustainment in order first before considering the conservation of other species,support
705,AAEC_139,"human beings nowadays are still faced with many urgent problems such as starvation, disease and wars",We should put our own survival and sustainment in order first before considering the conservation of other species,support
706,AAEC_139,species extinction is quite natural according to the theory of evolution,we should give priority to our own issues,support
707,AAEC_139,species extinction is quite natural according to the theory of evolution,"more emphasis should be laid on human beings other than animals, and it is better to let nature take its course with regard to species extinction",support
708,AAEC_139,We should put our own survival and sustainment in order first before considering the conservation of other species,we should give priority to our own issues,support
709,AAEC_139,We should put our own survival and sustainment in order first before considering the conservation of other species,"more emphasis should be laid on human beings other than animals, and it is better to let nature take its course with regard to species extinction",support
710,AAEC_139,it is our responsibility to keep as many species on the Earth as possible,we should give priority to our own issues,support
711,AAEC_139,it is our responsibility to keep as many species on the Earth as possible,"more emphasis should be laid on human beings other than animals, and it is better to let nature take its course with regard to species extinction",support
712,AAEC_142,they do not have to spend more time in health checking or treatment,this saves an amount of time as well as cost,support
713,AAEC_142,They can contribute effectively to the development of the economy,The main advantage of high-tech medical care is that people are better taken care so that they have a good health,support
714,AAEC_142,healthy workers can create more productivity,They can contribute effectively to the development of the economy,support
715,AAEC_142,this saves an amount of time as well as cost,The main advantage of high-tech medical care is that people are better taken care so that they have a good health,support
716,AAEC_142,"young people will be happy as their parents, grandparents are healthy",the improvement of medical care makes a better life for all people,support
717,AAEC_142,a community with the elderly who have a good health has a major role to play in a sustainable development of a society,the improvement of medical care makes a better life for all people,support
718,AAEC_142,more pension have to spend for Medicare instead of investing in other sectors of the economic system,the increase in life expectancy puts a high pressure on the economic system,support
719,AAEC_142,the capital that spend on taking care the elderly is contributed by these people during their working time,they are worth to have good care,support
720,AAEC_142,they are worth to have good care,the increase in life expectancy puts a high pressure on the economic system,attack
721,AAEC_142,"They have given their effort to the society so that young people, the governments have a responsibility to improve the Medicare system",they are worth to have good care,support
722,AAEC_142,the increase in life expectancy has some pressure on the Medicare system,the advanced medical care brings with it more benefits than disadvantages,attack
723,AAEC_142,the increase in life expectancy has some pressure on the Medicare system,the development of the health care system helps people have a better life,attack
724,AAEC_142,the improvement of medical care makes a better life for all people,the advanced medical care brings with it more benefits than disadvantages,support
725,AAEC_142,the improvement of medical care makes a better life for all people,the development of the health care system helps people have a better life,support
726,AAEC_142,The main advantage of high-tech medical care is that people are better taken care so that they have a good health,the advanced medical care brings with it more benefits than disadvantages,support
727,AAEC_142,The main advantage of high-tech medical care is that people are better taken care so that they have a good health,the development of the health care system helps people have a better life,support
728,AAEC_142,the increase in life expectancy puts a high pressure on the economic system,the advanced medical care brings with it more benefits than disadvantages,attack
729,AAEC_142,the increase in life expectancy puts a high pressure on the economic system,the development of the health care system helps people have a better life,attack
730,AAEC_142,It helps people build a sustainable society where people can live a happy life when they are old,the advanced medical care brings with it more benefits than disadvantages,support
731,AAEC_142,It helps people build a sustainable society where people can live a happy life when they are old,the development of the health care system helps people have a better life,support
732,AAEC_149,our parents receive better education than our grandparents did,they can provide more advices and helps in our career,support
733,AAEC_149,my grandparents did not get a education even in high school,"when my father had difficulty in solving a problem in his childhood, he had to go to his teacher for help",support
734,AAEC_149,more and more people have the opportunity to receive education from university,they can provide more advices and helps in our career,support
735,AAEC_149,"In the past, seldom people have the chance to attend a collage",they can provide more advices and helps in our career,support
736,AAEC_149,they have learned quite a lot,They can solve the problem quickly,support
737,AAEC_149,Things have changed a lot,they can provide more advices and helps in our career,support
738,AAEC_149,I grow up in a better condition than my father did,they can provide more advices and helps in our career,support
739,AAEC_149,"Whenever I have problems, I can always ask my parents for help",they can provide more advices and helps in our career,support
740,AAEC_149,"when my father had difficulty in solving a problem in his childhood, he had to go to his teacher for help",they can provide more advices and helps in our career,support
741,AAEC_149,Parents are quite experienced than their child,they can guide them toward the right direction,support
742,AAEC_149,"when I did not know what major to choose when I attend university, my father told a lot about different majors",family members can help us in many other aspects,support
743,AAEC_149,"He shared his own experience with me, which helped me quite a lot",family members can help us in many other aspects,support
744,AAEC_149,they can guide them toward the right direction,family members can help us in many other aspects,support
745,AAEC_149,parents can told their children as many as they can,family members can help us in many other aspects,support
746,AAEC_149,What they want is help their child to make a progress,family members can help us in many other aspects,support
747,AAEC_149,They can solve the problem quickly,"Whenever I have problems, I can always ask my parents for help",support
748,AAEC_149,they can provide more advices and helps in our career,one can achieve success more easily with the help from his or her family,support
749,AAEC_149,they can provide more advices and helps in our career,"with the help of our family, we can achieve success quite easily",support
750,AAEC_149,they can provide more advices and helps in our career,family plays a more important role in helping one to pursuit success,support
751,AAEC_149,family members can help us in many other aspects,one can achieve success more easily with the help from his or her family,support
752,AAEC_149,family members can help us in many other aspects,"with the help of our family, we can achieve success quite easily",support
753,AAEC_149,family members can help us in many other aspects,family plays a more important role in helping one to pursuit success,support
754,AAEC_149,our parents and other family members can help us a lot in our life,one can achieve success more easily with the help from his or her family,support
755,AAEC_149,our parents and other family members can help us a lot in our life,"with the help of our family, we can achieve success quite easily",support
756,AAEC_149,our parents and other family members can help us a lot in our life,family plays a more important role in helping one to pursuit success,support
757,AAEC_154,"If you have roommates, you can split the rent and utilities among them",Living with a roommate saves me a lot of money,support
758,AAEC_154,you can get more for less,Living with a roommate saves me a lot of money,support
759,AAEC_154,"last year, I shared a room off-campus with my friend, and we decided to split the rent and heating bills into half: I was able to save about fifty dollars for heating, and two hundred dollars for rent monthly",Living with a roommate saves me a lot of money,support
760,AAEC_154,I was able to save a lot of money by sharing wasted heating and rooms with my friend and splitting the bills,Living with a roommate saves me a lot of money,support
761,AAEC_154,It is always easier to socialize when you have a lot of people around you,living with a roommate also enables me to socialize more easily,support
762,AAEC_154,You can invite your roommates' friends over to your room and have fun together,living with a roommate also enables me to socialize more easily,support
763,AAEC_154,"one night, my roommate, Millan, brought his friends along",living with a roommate also enables me to socialize more easily,support
764,AAEC_154,"Even though his friends and I were total strangers to each other, we quickly got to know each other",living with a roommate also enables me to socialize more easily,support
765,AAEC_154,We soon found out that everyone loved playing video games,living with a roommate also enables me to socialize more easily,support
766,AAEC_154,"We played a video game called 'Halo' together all night, and became good friends",living with a roommate also enables me to socialize more easily,support
767,AAEC_154,Living with a roommate made socializing much easier for me,living with a roommate also enables me to socialize more easily,support
768,AAEC_154,It often is the case that your roommates have the skills or knowledge you need,living with a roommate allows me to get help,support
769,AAEC_154,"When you run into a problem, you can ask your roommates if they can help",living with a roommate allows me to get help,support
770,AAEC_154,Some of them may have something to offer,living with a roommate allows me to get help,support
771,AAEC_154,"when my computer mysteriously broke down, I dialed up the manufacturer and asked for help",living with a roommate allows me to get help,support
772,AAEC_154,They failed to give me any useful solutions,living with a roommate allows me to get help,support
773,AAEC_154,"To my surprise, one of my roommates noticed my problems and offered to help",living with a roommate allows me to get help,support
774,AAEC_154,"He was very good with computers, and he managed to fix the problem quickly",living with a roommate allows me to get help,support
775,AAEC_154,"it saves me money, enables me to socialize, and allows me to get help",I prefer to live with a roommate,support
776,AAEC_154,"it saves me money, enables me to socialize, and allows me to get help","I prefer to live with a roommate, and I always will",support
777,AAEC_154,many people decide to live alone for various reasons,I prefer to live with a roommate,attack
778,AAEC_154,many people decide to live alone for various reasons,"I prefer to live with a roommate, and I always will",attack
779,AAEC_154,"it offers me many advantages, such as less spending, more socializing, and more help",I prefer to live with a roommate,support
780,AAEC_154,"it offers me many advantages, such as less spending, more socializing, and more help","I prefer to live with a roommate, and I always will",support
781,AAEC_154,Living with a roommate saves me a lot of money,I prefer to live with a roommate,support
782,AAEC_154,Living with a roommate saves me a lot of money,"I prefer to live with a roommate, and I always will",support
783,AAEC_154,living with a roommate also enables me to socialize more easily,I prefer to live with a roommate,support
784,AAEC_154,living with a roommate also enables me to socialize more easily,"I prefer to live with a roommate, and I always will",support
785,AAEC_154,living with a roommate allows me to get help,I prefer to live with a roommate,support
786,AAEC_154,living with a roommate allows me to get help,"I prefer to live with a roommate, and I always will",support
787,AAEC_160,the punishment will be clear in the mind of professional criminals and they will not feel fear while committing a crime,if there will be a fixed punishment for each type of crime then it will lead to increase the crime,support
788,AAEC_160,laws and rules are there for people,it is necessary to have a look behind crime,support
789,AAEC_160,"a women steals feed for her child should be treated same as a women, who steals for her drug addiction",it is necessary to have a look behind crime,support
790,AAEC_160,The person who committed crime first time and the professional criminals should not be imprisoned at same place,it is necessary to have a look behind crime,support
791,AAEC_160,Everyone should be treated equally,fixed punishment will reduce the time taken by judges to give their judgement and it will be effective economically for the Government,support
792,AAEC_160,sometimes we see that a poor person who do not have much money for hiring a good lawyer they get imprisoned even without committing a crime and when they come back to the society they become a professional criminal,fixed punishment will reduce the space between poor and rich people and everyone will understand the importance of each other,support
793,AAEC_160,if there will be a fixed punishment for each type of crime then it will lead to increase the crime,Government should decide for punishment case by case basis,support
794,AAEC_160,if there will be a fixed punishment for each type of crime then it will lead to increase the crime,"it should taken into consideration the situation and conditions, that forces to a person to be a criminal",support
795,AAEC_160,it is necessary to have a look behind crime,Government should decide for punishment case by case basis,support
796,AAEC_160,it is necessary to have a look behind crime,"it should taken into consideration the situation and conditions, that forces to a person to be a criminal",support
797,AAEC_160,fixed punishment will reduce the space between poor and rich people and everyone will understand the importance of each other,Government should decide for punishment case by case basis,attack
798,AAEC_160,fixed punishment will reduce the space between poor and rich people and everyone will understand the importance of each other,"it should taken into consideration the situation and conditions, that forces to a person to be a criminal",attack
799,AAEC_160,fixed punishment will reduce the time taken by judges to give their judgement and it will be effective economically for the Government,Government should decide for punishment case by case basis,attack
800,AAEC_160,fixed punishment will reduce the time taken by judges to give their judgement and it will be effective economically for the Government,"it should taken into consideration the situation and conditions, that forces to a person to be a criminal",attack
801,AAEC_163,I will absolutely choose a place to live that is not too far from my workplace,I have always wanted to find a job in a big company which locates in a prosperous city area,support
802,AAEC_163,I can save plenty of money on transportation if I choose to live in the city,I have always wanted to find a job in a big company which locates in a prosperous city area,support
803,AAEC_163,You can enjoy modern life and have more access to the advanced facilities,life in a big city will not be so dull as in a small town,support
804,AAEC_163,"you can visit museums to learn history, and go to a more equipped library to enjoy reading, or you can go to a sports center for exercising",life in a big city will not be so dull as in a small town,support
805,AAEC_163,a small town may be less developed to satisfy all these kinds of needs,life in a big city will not be so dull as in a small town,support
806,AAEC_163,"If one can efficiently acquire the information, then, there might come along more opportunities for him to achieve his goals","living in big cities means more exposure to stimulation, like all kinds of information",support
807,AAEC_163,"there are various advertisements here an there, whether on the leaflets or on the big screen showing things of all sorts in commercial zones","living in big cities means more exposure to stimulation, like all kinds of information",support
808,AAEC_163,"If one is seeking a job right in the city or planing somewhere to travel, or just wants to buy a product in a dependable store, he might refer to what he has seen or heard from the advertisements to make a relatively wise choice","living in big cities means more exposure to stimulation, like all kinds of information",support
809,AAEC_163,"Schools in big cities may receive more funds from whether the local comities or the government, which may make them more equipped with advanced teaching facilities and attract more excellent teachers",Our children thus will have a better chance of pursuing high-quality education which is very important for their future development,support
810,AAEC_163,Our children thus will have a better chance of pursuing high-quality education which is very important for their future development,There is also another obvious advantage of living in a big city considering the chance of receiving better education of our offspring,support
811,AAEC_163,I have always wanted to find a job in a big company which locates in a prosperous city area,I prefer to live in a big city,support
812,AAEC_163,I have always wanted to find a job in a big company which locates in a prosperous city area,"if I want to live a more convenient life with more access to modern facilities as well as with more exposure to various opportunities, and have my children receive a better education, a big city is the place to live in",support
813,AAEC_163,life in a big city will not be so dull as in a small town,I prefer to live in a big city,support
814,AAEC_163,life in a big city will not be so dull as in a small town,"if I want to live a more convenient life with more access to modern facilities as well as with more exposure to various opportunities, and have my children receive a better education, a big city is the place to live in",support
815,AAEC_163,"living in big cities means more exposure to stimulation, like all kinds of information",I prefer to live in a big city,support
816,AAEC_163,"living in big cities means more exposure to stimulation, like all kinds of information","if I want to live a more convenient life with more access to modern facilities as well as with more exposure to various opportunities, and have my children receive a better education, a big city is the place to live in",support
817,AAEC_163,There is also another obvious advantage of living in a big city considering the chance of receiving better education of our offspring,I prefer to live in a big city,support
818,AAEC_163,There is also another obvious advantage of living in a big city considering the chance of receiving better education of our offspring,"if I want to live a more convenient life with more access to modern facilities as well as with more exposure to various opportunities, and have my children receive a better education, a big city is the place to live in",support
819,AAEC_169,professors should provide well-preparation courses to convey the state-of-art knowledge for college and university students,professors should pay more attention on how to teach students rather than conduct research,support
820,AAEC_169,The reason why people enter a university is that they want to learn cutting-edged technologies,professors should pay more attention on how to teach students rather than conduct research,support
821,AAEC_169,"If professors spend a lot of time on research, he will cut the time on preparing courses is reduced, which may decrease the quality of classes",professors should pay more attention on how to teach students rather than conduct research,support
822,AAEC_169,professors should assist students to acquire knowledge,professors should pay more attention on how to teach students rather than conduct research,support
823,AAEC_169,"The professors’ duty is to nurture students, and prepare excellent courses",professors should pay more attention on how to teach students rather than conduct research,support
824,AAEC_169,research could bring funding and latest achievements in the field,the research takes up too much teaching time,attack
825,AAEC_169,"Students are unsatisfied with the unprepared course, and the enrollment of universities may decline","spending more time to nurture excellent students is more consequential to professors, rather than research",support
826,AAEC_169,Many students would not choose these kinds of universities to study,"spending more time to nurture excellent students is more consequential to professors, rather than research",support
827,AAEC_169,"if professors are busy in doing research, ignoring preparing appropriate courses for students, it would ruin the reputation of universities","spending more time to nurture excellent students is more consequential to professors, rather than research",support
828,AAEC_169,It is adverse to the whole academic field,"spending more time to nurture excellent students is more consequential to professors, rather than research",support
829,AAEC_169,hardly can professors find assistants to help with projects,It is adverse to the whole academic field,support
830,AAEC_169,Some students enjoy taking part in some research,professors could teach students through research and projects,support
831,AAEC_169,"Through to use the equipment and invent their own work, they may get more experience in the process of research",professors could teach students through research and projects,support
832,AAEC_169,"electronic students always invent new machines such as robots, MP3 and remote control car","Through to use the equipment and invent their own work, they may get more experience in the process of research",support
833,AAEC_169,They can manage the electric theory in practical skills,"Through to use the equipment and invent their own work, they may get more experience in the process of research",support
834,AAEC_169,And some students will be rewarded by investing new inventions,"Through to use the equipment and invent their own work, they may get more experience in the process of research",support
835,AAEC_169,"only under specific circumstance, when students master all of the systematic knowledge, can they accomplish research",professor should concern about preparing class,support
836,AAEC_169,This is requires professors provide high quality courses,professor should concern about preparing class,support
837,AAEC_169,the precondition of doing research is growing students’ solid theory fundamental,conducting research is helpful for professors and students to some extent,attack
838,AAEC_169,conducting research is helpful for professors and students to some extent,"Only by developing students, can we have a better academic field",attack
839,AAEC_169,"Only by developing students, can we have a better academic field",Professors could combine doing research and preparing good courses in a dynamic way,support
840,AAEC_169,"Only by developing students, can we have a better academic field",professors should spend more time on preparing courses than research,support
841,AAEC_169,the research takes up too much teaching time,Professors could combine doing research and preparing good courses in a dynamic way,support
842,AAEC_169,the research takes up too much teaching time,professors should spend more time on preparing courses than research,support
843,AAEC_169,professors could teach students through research and projects,Professors could combine doing research and preparing good courses in a dynamic way,attack
844,AAEC_169,professors could teach students through research and projects,professors should spend more time on preparing courses than research,attack
845,AAEC_169,professor should concern about preparing class,Professors could combine doing research and preparing good courses in a dynamic way,support
846,AAEC_169,professor should concern about preparing class,professors should spend more time on preparing courses than research,support
847,AAEC_169,professors should pay more attention on how to teach students rather than conduct research,Professors could combine doing research and preparing good courses in a dynamic way,support
848,AAEC_169,professors should pay more attention on how to teach students rather than conduct research,professors should spend more time on preparing courses than research,support
849,AAEC_169,"spending more time to nurture excellent students is more consequential to professors, rather than research",Professors could combine doing research and preparing good courses in a dynamic way,support
850,AAEC_169,"spending more time to nurture excellent students is more consequential to professors, rather than research",professors should spend more time on preparing courses than research,support
851,AAEC_172,you can choose to have your own room instead of sharing with another student,An apartment offers more privacy,support
852,AAEC_172,"While in a dormitory you have to obey preset rules, in the apartment you set your own rules",an apartment provides a lot more freedom than a dormitory,support
853,AAEC_172,You are free to have visits at any time or to be left alone if you want,an apartment provides a lot more freedom than a dormitory,support
854,AAEC_172,An apartment offers more privacy,an apartment provides a lot more freedom than a dormitory,support
855,AAEC_172,you also get more space than you would in a dormitory,an apartment provides a lot more freedom than a dormitory,support
856,AAEC_172,you could rent the extra rooms in the apartment to other people and rent would be a lot cheaper,an apartment is more expensive,attack
857,AAEC_172,"Transportation is another issue, you have to go to and return from the university everyday",an apartment is more expensive,support
858,AAEC_172,"You could choose to use public transportation, a cheaper option, or to have a car",an apartment is more expensive,support
859,AAEC_172,"The car is an expensive option, but also offers freedom of schedule and destination",an apartment is more expensive,support
860,AAEC_172,in an apartment you don't have a roommate,you won't have this problem,support
861,AAEC_172,you won't have this problem,you would be able to concentrate better,support
862,AAEC_172,you would be able to concentrate better,the studying conditions are better in an apartment,support
863,AAEC_172,A lot of students often complain about their roommate playing music too loud or bringing friends over at inappropriate times,the studying conditions are better in an apartment,support
864,AAEC_172,you don't have all the noise and distractions that you often have in dormitories,the studying conditions are better in an apartment,support
865,AAEC_172,"you won't have a problem if you are the one who wants to play music, bring friends over, or study late at night",the studying conditions are better in an apartment,support
866,AAEC_172,You set your own schedules,the studying conditions are better in an apartment,support
867,AAEC_172,"living in a dormitory, and being surrounded by students also has some advantages, like being able to get help with any academic issues from them",the studying conditions are better in an apartment,attack
868,AAEC_172,an apartment provides a lot more freedom than a dormitory,I would prefer to live in an apartment in the community rather than in the university dormitories,support
869,AAEC_172,an apartment provides a lot more freedom than a dormitory,the advantages of living in an apartment outshine those of living in a dormitory,support
870,AAEC_172,an apartment is more expensive,I would prefer to live in an apartment in the community rather than in the university dormitories,attack
871,AAEC_172,an apartment is more expensive,the advantages of living in an apartment outshine those of living in a dormitory,attack
872,AAEC_172,the studying conditions are better in an apartment,I would prefer to live in an apartment in the community rather than in the university dormitories,support
873,AAEC_172,the studying conditions are better in an apartment,the advantages of living in an apartment outshine those of living in a dormitory,support
874,AAEC_180,"humans are a part of the society, and the society includes a wide variety of groups","the groups play an essential role in the process of socialization, from children to adults",support
875,AAEC_180,"After graduating from schools, employees might go to business associations for various business resources and benefits",almost of us live in the environment of groups,support
876,AAEC_180,"As university students, it is likely for them to join student organization of their major in order to expand their experiences or communicate with others",almost of us live in the environment of groups,support
877,AAEC_180,"By making teamwork, the children in schools may learn to how to get along with others",almost of us live in the environment of groups,support
878,AAEC_180,"We begin taking part in groups or organizations during the early days of life, and especially most people continue their social participation in all through life",almost of us live in the environment of groups,support
879,AAEC_180,"as a student majoring in mass media, I have taken part in mass media student group for a year","A solid group can be a suited environment, which provides people to improve themselves or broaden their horizons",support
880,AAEC_180,"When being in the department of art, I have not only learned how to do a project, but also known some famous artists during the term","A solid group can be a suited environment, which provides people to improve themselves or broaden their horizons",support
881,AAEC_180,it is advantage which increase an opportunity on my resume for the sake of getting a better job,"A solid group can be a suited environment, which provides people to improve themselves or broaden their horizons",support
882,AAEC_180,"A solid group can be a suited environment, which provides people to improve themselves or broaden their horizons","By participating in an organization, it is a positive way for people to obtain some experiences on a particular purpose",support
883,AAEC_180,"For accomplishing their missions, the charity should gather people who are volunteers and sponsors for those difficult tasks",they lit the light for the poor and victims,support
884,AAEC_180,they could have chance to help the people in need from all over the world,they lit the light for the poor and victims,support
885,AAEC_180,they lit the light for the poor and victims,groups and organizations would lead people to take action or achieve their goal,support
886,AAEC_180,there are various charities in the world,groups and organizations would lead people to take action or achieve their goal,support
887,AAEC_180,"Tzu Chi, a non-profit Buddhism organization in Taiwan, is famous for contributing to the social and community services, and medical care",groups and organizations would lead people to take action or achieve their goal,support
888,AAEC_180,They bring hopes and inspire others with their generous spirit,groups and organizations would lead people to take action or achieve their goal,support
889,AAEC_180,almost of us live in the environment of groups,groups or organizations are a vital part for us in plenty of aspects in different ages and in different backgrounds,support
890,AAEC_180,almost of us live in the environment of groups,groups provide a place for people to gain experiences or achieve goals,support
891,AAEC_180,"By participating in an organization, it is a positive way for people to obtain some experiences on a particular purpose",groups or organizations are a vital part for us in plenty of aspects in different ages and in different backgrounds,support
892,AAEC_180,"By participating in an organization, it is a positive way for people to obtain some experiences on a particular purpose",groups provide a place for people to gain experiences or achieve goals,support
893,AAEC_180,groups and organizations would lead people to take action or achieve their goal,groups or organizations are a vital part for us in plenty of aspects in different ages and in different backgrounds,support
894,AAEC_180,groups and organizations would lead people to take action or achieve their goal,groups provide a place for people to gain experiences or achieve goals,support
895,AAEC_180,"the groups play an essential role in the process of socialization, from children to adults",groups or organizations are a vital part for us in plenty of aspects in different ages and in different backgrounds,support
896,AAEC_180,"the groups play an essential role in the process of socialization, from children to adults",groups provide a place for people to gain experiences or achieve goals,support
897,AAEC_182,"It would divert public funds from other needs such as law enforcement, infrastructure and so forth",making college education free would cost too much,support
898,AAEC_182,it would cause to raise our taxes again and again to fund college education,it would affect all taxpayers whether or not they benefit from the use of the funds,support
899,AAEC_182,it would affect all taxpayers whether or not they benefit from the use of the funds,making college education free would cost too much,support
900,AAEC_182,"There are many other needs which should come first, such as providing health care to all American, or improving public schools",making college education free would cost too much,support
901,AAEC_182,"People who want to make more money, and live a better life than other people decide to take a college education",those people should make the financial investment in their own choice; not the government,support
902,AAEC_182,Not everyone wants to go to a college,those people should make the financial investment in their own choice; not the government,support
903,AAEC_182,it is a personal choice to go to a college,those people should make the financial investment in their own choice; not the government,support
904,AAEC_182,"People who cannot afford to pay their tuition benefit from the scholarship, financial aids, and other funds",there are many ways to fund a college education,support
905,AAEC_182,the government already helps pay college expense through indirect means,there are many ways to fund a college education,support
906,AAEC_182,"They often provide services such as fire departments, medical assistance, and police protection for the schools and their students",there are many ways to fund a college education,support
907,AAEC_182,They also provide funds for academic research,there are many ways to fund a college education,support
908,AAEC_182,"While the money is not given to individual students, these contributions are not trivial",there are many ways to fund a college education,support
909,AAEC_182,"it would cost too much, the college education is a personal's choice, and there are many ways to fund a college education",individuals should pay their college tuition,support
910,AAEC_182,"it would cost too much, the college education is a personal's choice, and there are many ways to fund a college education",the individual should finance his or her education,support
911,AAEC_182,it would cause too much cost from taxpayers and the government,individuals should pay their college tuition,support
912,AAEC_182,it would cause too much cost from taxpayers and the government,the individual should finance his or her education,support
913,AAEC_182,those people should make the financial investment in their own choice; not the government,individuals should pay their college tuition,support
914,AAEC_182,those people should make the financial investment in their own choice; not the government,the individual should finance his or her education,support
915,AAEC_182,there are many ways to fund a college education,individuals should pay their college tuition,support
916,AAEC_182,there are many ways to fund a college education,the individual should finance his or her education,support
917,AAEC_182,making college education free would cost too much,individuals should pay their college tuition,support
918,AAEC_182,making college education free would cost too much,the individual should finance his or her education,support
919,AAEC_182,it is a personal choice,individuals should pay their college tuition,support
920,AAEC_182,it is a personal choice,the individual should finance his or her education,support
921,AAEC_187,he is not jumping into the foreign country,he can set aside enough time and energy dedicated to learning the language,support
922,AAEC_187,all the learners are probably from the same country,"all these people most likely have learned the language, more or less, in the same way",support
923,AAEC_187,he can set aside enough time and energy dedicated to learning the language,Person 'A' who learns a non-native language in his country may receive benefit from a step-by-step teaching method,support
924,AAEC_187,"all these people most likely have learned the language, more or less, in the same way",Person 'A' who learns a non-native language in his country may receive benefit from a step-by-step teaching method,support
925,AAEC_187,it leads to better understanding of language essential skills,"he can learn most useful idioms, proverbs and so many other things which the former person, person 'A', does not have access to",support
