,text_id,component_tokens,labels
3086,AbstRCT_neoplasm_12748244,Drug-related toxicities were more frequent in the higher-dose group.,Premise
3087,AbstRCT_neoplasm_12748244,"Withdrawal due to drug-related AEs was 1.9% and 9.4% for patients receiving gefitinib 250 and 500 mg/d, respectively.",Premise
3088,AbstRCT_neoplasm_12748244,Gefitinib showed clinically meaningful antitumor activity and provided symptom relief as second- and third-line treatment in these patients.,Claim
3089,AbstRCT_neoplasm_12748244,"At 250 mg/d, gefitinib had a favorable AE profile.",Claim
3090,AbstRCT_neoplasm_12748244,"Gefitinib 250 mg/d is an important, novel treatment option for patients with pretreated advanced NSCLC.",Claim
3091,AbstRCT_neoplasm_15226773,Malnutrition occurs frequently in patients with cancer of the gastrointestinal (GI) or head and neck area and can lead to negative outcomes.,Claim
3092,AbstRCT_neoplasm_15226773,"The NI group had statistically smaller deteriorations in weight (P<0.001), nutritional status (P=0.020) and global QoL (P=0.009) compared with those receiving UC.",Premise
3093,AbstRCT_neoplasm_15226773,"Clinically, but not statistically significant differences in fat-free mass were observed between the groups (P=0.195).",Premise
3094,AbstRCT_neoplasm_15226773,"Early and intensive NI appears beneficial in terms of minimising weight loss, deterioration in nutritional status, global QoL and physical function in oncology outpatients receiving radiotherapy to the GI or head and neck area.",Claim
3095,AbstRCT_neoplasm_15226773,"Weight maintenance in this population leads to beneficial outcomes and suggests that this, rather than weight gain, may be a more appropriate aim of NI.",Claim
3096,AbstRCT_neoplasm_20680680,There were no statistically significant differences between the TEX group and the ET group on any of the subscales 2 months after randomization.,Premise
3097,AbstRCT_neoplasm_20680680,"Small clinical differences (5-10 points) in favor of the ET group were found for global quality of life, role functioning, social functioning, and insomnia.",Premise
3098,AbstRCT_neoplasm_20680680,"At the 9-months assessment, the TEX group scored statistically significantly higher on global quality of life and physical functioning.",Premise
3099,AbstRCT_neoplasm_20680680,"Small clinically significant differences were found for global quality of life, physical functioning, role functioning, emotional functioning, dyspnoea, and insomnia, all in favour of the TEX group.",Premise
3100,AbstRCT_neoplasm_20680680,"At the 2-months assessment, when side-effects of chemotherapy were present, patients in the TEX group appeared to fare a bit worse than those receiving ET.",Claim
3101,AbstRCT_neoplasm_20680680,"after 9 months, when the patients had adapted to treatment, the TEX group seemed to have a slightly better quality of life.",Claim
3102,AbstRCT_neoplasm_11387359,"Epoetin alfa, compared with placebo, significantly decreased transfusion requirements (P =.0057) and increased hemoglobin (P <.001).",Premise
3103,AbstRCT_neoplasm_11387359,"Improvement of all primary cancer- and anemia-specific QOL domains, including energy level, ability to do daily activities, and fatigue, was significantly (P <.01) greater for epoetin alfa versus placebo patients.",Premise
3104,AbstRCT_neoplasm_11387359,"Kaplan-Meier estimates showed a trend in overall survival favoring epoetin alfa (P =.13, log-rank test),",Premise
3105,AbstRCT_neoplasm_11387359,Cox regression analysis showed an estimated hazards ratio of 1.309 (P =.052) favoring epoetin alfa.,Premise
3106,AbstRCT_neoplasm_11387359,Adverse events were comparable between groups.,Premise
3107,AbstRCT_neoplasm_11387359,Epoetin alfa safely and effectively ameliorates anemia and significantly improves QOL in cancer patients receiving nonplatinum chemotherapy.,Claim
3108,AbstRCT_neoplasm_11387359,Encouraging results regarding increased survival warrant another trial designed to confirm these findings.,Claim
3109,AbstRCT_neoplasm_16571129,"Prospective investigations of complete decongestive lymphatic physiotherapy (CDPT), including manual lymphatic drainage (MLD), have validated the efficacy of these interventions for the initial reduction of edema and long-term maintenance of limb volume in lymphedema.",Claim
3110,AbstRCT_neoplasm_16571129,"the treatments are not always well-accepted,",Claim
3111,AbstRCT_neoplasm_16571129,patients may suffer from a deterioration in quality-of-life or a time-dependent loss of initial treatment benefits.,Claim
3112,AbstRCT_neoplasm_16571129,"Post-treatment arm volume reduced significantly after the Flexitouch, but not after self-administered massage.",Premise
3113,AbstRCT_neoplasm_16571129,"The patients' mean weight decreased significantly with Flexitouch use, but not with massage.",Premise
3114,AbstRCT_neoplasm_16571129,The Flexitouch device was apparently well-tolerated and accepted by patients.,Premise
3115,AbstRCT_neoplasm_16571129,Serial SF-36 administration showed no deterioration in physical or psychosocial scores compared to baseline measurements;,Premise
3116,AbstRCT_neoplasm_16571129,there were no statistical differences in scores when the two treatment modalities were compared.,Premise
3117,AbstRCT_neoplasm_16571129,This short-term prospective evaluation of the Flexitouch suggests that the device may provide better maintenance edema control than self-adiminstered massage in breast cancer-associated lymphedema.,Claim
3118,AbstRCT_neoplasm_16571129,The apparent ease of use and reliability of response to the device suggest that further broad-scale testing is warranted.,Claim
3119,AbstRCT_neoplasm_17674351,Tumor necrosis factor-alpha (TNF-alpha) is a putative mediator of the cancer anorexia/weight loss syndrome.,Claim
3120,AbstRCT_neoplasm_17674351,"Over time, weight gain was found to be minimal in both treatment arms; no patient gained >or=10% of their baseline weight.",Premise
3121,AbstRCT_neoplasm_17674351,Previously validated appetite questionnaires revealed negligible improvements in both treatment arms.,Premise
3122,AbstRCT_neoplasm_17674351,"The median survival was also comparable (175 days vs 148 days in etanercept-treated and placebo-exposed patients, respectively; P = .82).",Premise
3123,AbstRCT_neoplasm_17674351,preliminary data regarding adverse events demonstrated that patients treated with etanercept had higher rates of neurotoxicity (29% vs 0%) but lower rates of anemia (0% vs 19%) and thrombocytopenia (0% vs 14%).,Premise
3124,AbstRCT_neoplasm_17674351,Infection rates were negligible in both groups.,Premise
3125,AbstRCT_neoplasm_17674351,"Genotyping for TNF-alpha-238 and TNF-alpha-308 polymorphisms revealed no clinical significance for these genotypes, except for a preliminary association between presence of the -238 G/A genotype and relatively less favorable survival.",Premise
3126,AbstRCT_neoplasm_17674351,"Etanercept, as prescribed in the current trial, does not appear to palliate the cancer anorexia/weight loss syndrome in patients with advanced disease.",Claim
3127,AbstRCT_neoplasm_21993852,"Only the dyspnea symptom scale showed superior results for R-Y than for B-I (B-I 13.6 ± 17.9, R-Y 8.6 ± 16.3, p = 0.02).",Premise
3128,AbstRCT_neoplasm_21993852,"With respect to DAUGS 20, the total score did not differ significantly between the R-Y and B-I groups (24.8 vs. 23.6, p = 0.41).",Premise
3129,AbstRCT_neoplasm_21993852,"Only reflux symptoms were significantly worse for B-I than for R-Y (0.7 ± 0.6 vs. 0.5 ± 0.6, p = 0.01).",Premise
3130,AbstRCT_neoplasm_21993852,The B-I and R-Y techniques were generally equivalent in terms of postoperative QOL and dysfunction.,Claim
3131,AbstRCT_neoplasm_21993852,Both procedures seem acceptable as standard reconstructions after distal gastrectomy with regard to postoperative QOL and dysfunction.,MajorClaim
3132,AbstRCT_neoplasm_15274068,Advice to rest and take things easy if patients become fatigued during radiotherapy may be detrimental.,Claim
3133,AbstRCT_neoplasm_15274068,Aerobic walking improves physical functioning and has been an intervention for chemotherapy-related fatigue.,Premise
3134,AbstRCT_neoplasm_15274068,There were no significant between group differences noted with regard to fatigue scores at baseline (P = 0.55) or after 4 weeks of radiotherapy (P = 0.18).,Premise
3135,AbstRCT_neoplasm_15274068,"Men in the control group had significant increases in fatigue scores from baseline to the end of radiotherapy (P = 0.013), with no significant increases observed in the exercise group (P = 0.203).",Premise
3136,AbstRCT_neoplasm_15274068,"A nonsignificant reduction (2.4%) in shuttle test distance at the end of radiotherapy was observed in the control group; however, in the exercise group, there was a significant increase (13.2%) in distance walked (P = 0.0003).",Premise
3137,AbstRCT_neoplasm_15274068,Men who followed advice to rest and take things easy if they became fatigued demonstrated a slight deterioration in physical functioning and a significant increase in fatigue at the end of radiotherapy.,Premise
3138,AbstRCT_neoplasm_15274068,"Home-based, moderate-intensity walking produced a significant improvement in physical functioning with no significant increase in fatigue.",Claim
3139,AbstRCT_neoplasm_15274068,Improved physical functioning may be necessary to combat radiation fatigue.,Claim
3140,AbstRCT_neoplasm_12721239,"Peak oxygen consumption increased by 0.24 L/min in the exercise group,",Premise
3141,AbstRCT_neoplasm_12721239,"whereas it decreased by 0.05 L/min in the control group (mean difference, 0.29 L/min; 95% confidence interval [CI], 0.18 to 0.40; P <.001).",Premise
3142,AbstRCT_neoplasm_12721239,"Overall QOL increased by 9.1 points in the exercise group compared with 0.3 points in the control group (mean difference, 8.8 points; 95% CI, 3.6 to 14.0; P =.001).",Premise
3143,AbstRCT_neoplasm_12721239,Pearson correlations indicated that change in peak oxygen consumption correlated with change in overall QOL (r = 0.45; P <.01).,Premise
3144,AbstRCT_neoplasm_12721239,Exercise training had beneficial effects on cardiopulmonary function and QOL in postmenopausal breast cancer survivors.,Claim
3145,AbstRCT_neoplasm_10506606,The response rate was 71% for DepoCyt and 15% for ara-C on an intent-to-treat basis (P =.006).,Premise
3146,AbstRCT_neoplasm_10506606,All of the patients on the DepoCyt arm but only 53% of those on the ara-C arm were able to complete the planned 1-month induction therapy regimen.,Premise
3147,AbstRCT_neoplasm_10506606,"Time to neurologic progression and survival trend in favor of DepoCyt (median, 78.5 v 42 days and 99.5 v 63 days, respectively; P >.05).",Premise
3148,AbstRCT_neoplasm_10506606,DepoCyt treatment was associated with an improved mean change in Karnofsky performance score at the end of induction (P =.041).,Premise
3149,AbstRCT_neoplasm_10506606,"The major adverse events on both arms were headache and arachnoiditis, which were often caused by the underlying disease.",Premise
3150,AbstRCT_neoplasm_10506606,DepoCyt injected once every 2 weeks produced a high response rate and a better quality of life as measured by Karnofsky score relative to that produced by free ara-C injected twice a week.,Claim
3151,AbstRCT_neoplasm_17717452,More recently coloplasty has been advocated as an alternative to a colonic pouch.,Claim
3152,AbstRCT_neoplasm_17717452,Twenty-three (7.4%) died within 24 months of surgery.,Premise
3153,AbstRCT_neoplasm_17717452,No significant difference was observed in the complications among the 4 groups.,Premise
3154,AbstRCT_neoplasm_17717452,There was no difference in bowel function between the CP-1 and SA groups.,Premise
3155,AbstRCT_neoplasm_17717452,"JP patients had fewer bowel movements, less clustering, used fewer pads and had a lower FISI than the CP-2 group.",Premise
3156,AbstRCT_neoplasm_17717452,Other parameters were not statistically different.,Premise
3157,AbstRCT_neoplasm_17717452,QOL scores at 24 months were similar for each of the 4 groups.,Premise
3158,AbstRCT_neoplasm_17717452,"In patients undergoing a restorative resection for low rectal cancer, a colonic JP offers significant advantages in function over an SA or a coloplasty.",Claim
3159,AbstRCT_neoplasm_17717452,"In patients who cannot have a pouch, coloplasty seems not to improve the bowel function of patients over that with an SA.",Claim
3160,AbstRCT_neoplasm_15139072,Research suggests that stress-reduction programs tailored to the cancer setting help patients cope with the effects of treatment and improve their quality of life.,MajorClaim
3161,AbstRCT_neoplasm_15139072,Patients in the TY group reported significantly lower sleep disturbance scores during follow-up compared with patients in the wait-list control group (5.8 vs. 8.1; P < 0.004).,Premise
3162,AbstRCT_neoplasm_15139072,"This included better subjective sleep quality (P < 0.02), faster sleep latency (P < 0.01), longer sleep duration (P < 0.03), and less use of sleep medications (P < 0.02).",Premise
3163,AbstRCT_neoplasm_15139072,"There were no significant differences between groups in terms of intrusion or avoidance, state anxiety, depression, or fatigue.",Premise
3164,AbstRCT_neoplasm_15139072,The participation rates suggested that a TY program is feasible for patients with cancer and that such a program significantly improves sleep-related outcomes.,Claim
3165,AbstRCT_neoplasm_15139072,"However, there were no significant differences between groups for the other outcomes.",Premise
3166,AbstRCT_neoplasm_12118027,The overall response rate was 8.4% (95% confidence interval [CI]) 3.2% to 13.7% for patients treated with PVI 5-FU alone compared with 17.6%; 95% CI 10.3% to 25.1% for PVI 5-FU plus MMC (P =.04).,Premise
3167,AbstRCT_neoplasm_12118027,Median failure-free survival was 2.8 months for PVI 5-FU and 3.8 months for PVI 5-FU plus MMC (P =.14).,Premise
3168,AbstRCT_neoplasm_12118027,Median survival was 5.1 months for PVI 5-FU and 6.5 months for PVI 5-FU plus MMC (P =.34).,Premise
3169,AbstRCT_neoplasm_12118027,Toxicities in both arms were mild.,Premise
3170,AbstRCT_neoplasm_12118027,"There was an increased incidence of neutropenia in the 5-FU plus MMC arm (P <.01), although no differences in infection were seen.",Premise
3171,AbstRCT_neoplasm_12118027,No patients developed hemolytic uremic syndrome.,Premise
3172,AbstRCT_neoplasm_12118027,"Global QOL improved significantly after 24 weeks of treatment compared with baseline for patients receiving 5-FU plus MMC,",Claim
3173,AbstRCT_neoplasm_12118027,although there was no statistically significant difference in QOL between arms.,Premise
3174,AbstRCT_neoplasm_12118027,These results emphasize the importance of chemotherapy in this setting and the continuing value of the fluoropyrimidines in pancreatic cancer.,Claim
3175,AbstRCT_neoplasm_12118027,"PVI 5-FU plus MMC resulted in a superior response rate in comparison with PVI 5-FU alone in advanced pancreatic cancer,",Claim
3176,AbstRCT_neoplasm_12118027,but this did not translate into a survival advantage.,Claim
3177,AbstRCT_neoplasm_24178750,Patients reported similar pain and satisfaction scores in both groups.,Claim
3178,AbstRCT_neoplasm_24178750,"Bolus IV administration of G-CSF results in longer neutropenia duration than SC administration, with no difference in clinical or quality-of-life measures.",Claim
3179,AbstRCT_neoplasm_24178750,"The mean time to neutropenia resolution was longer with IV G-CSF [7.9 days, 95% confidence interval (CI) 6.6-9.1] compared with SC G-CSF (5.4 days, 95% CI 4.6-6.2), log-rank P = 0.001.",Premise
3180,AbstRCT_neoplasm_24178750,"Longer neutropenia duration was observed in all patient subgroups,",Premise
3181,AbstRCT_neoplasm_24178750,except for patients undergoing autologous HCT.,Premise
3182,AbstRCT_neoplasm_24178750,"There was no significant difference between groups in the occurrence of infection or death,",Premise
3183,AbstRCT_neoplasm_24178750,"but more deaths were observed with IV (4/57, 7%) versus SC (1/61, 1.6%) G-CSF administration, P = 0.196.",Premise
3184,AbstRCT_neoplasm_12118024,"After completion of chemotherapy, patients treated with trastuzumab and chemotherapy reported significant improvement in fatigue (P <.05) as compared with their baseline scores.",Premise
3185,AbstRCT_neoplasm_12118024,Higher proportions of patients receiving the combined therapy achieved improvement in global QOL (P <.05) than did patients treated with chemotherapy alone.,Premise
3186,AbstRCT_neoplasm_12118024,"Higher proportions of the combined therapy group also achieved improvement in physical and role functioning and in fatigue as compared with the chemotherapy group,",Premise
3187,AbstRCT_neoplasm_12118024,There were no differences in the proportions of patients in the two groups that reported worsening.,Premise
3188,AbstRCT_neoplasm_12118024,Statistically significantly higher proportions of patients treated with a combination of trastuzumab and chemotherapy reported improved global QOL than did patients treated by chemotherapy alone.,Claim
3189,AbstRCT_neoplasm_12118024,but the differences were not statistically significant.,Premise
3190,AbstRCT_neoplasm_9643663,"At a median follow-up period of approximately 100 weeks for both studies, 'Casodex' 150 mg was found to be less effective than castration in patients with metastatic disease (M1) at entry (hazard ratio of 1.30 for time to death) with a difference in median survival of 6 weeks.",Premise
3191,AbstRCT_neoplasm_9643663,"In symptomatic M1 patients, 'Casodex' was associated with a statistically significant improvement in subjective response (70%) compared with castration (58%).",Premise
3192,AbstRCT_neoplasm_9643663,Analysis of a validated quality-of-life questionnaire proved an advantage for 'Casodex' in sexual interest and physical capacity.,Premise
3193,AbstRCT_neoplasm_9643663,'Casodex' had a substantially lower incidence of hot flushes compared to castration (6-13% compared with 39-44%) and the most commonly reported adverse events were those expected for a potent antiandrogen.,Premise
3194,AbstRCT_neoplasm_9643663,"in patients with M0 disease at entry, the data are still immature with only 13% of M0 patients having died.",Claim
3195,AbstRCT_neoplasm_9643663,An initial analysis of this immature data has suggested that the results in these patients may be different to those obtained in patients with M1 disease.,Claim
3196,AbstRCT_neoplasm_9643663,'Casodex' 150 mg is less effective than castration in patients with M1 disease.,Claim
3197,AbstRCT_neoplasm_9643663,'Casodex' has shown a benefit in terms of quality of life and subjective response when compared to castration and has an acceptable tolerability profile.,Claim
3198,AbstRCT_neoplasm_9643663,Thus 'Casodex' 150 mg monotherapy is an option for patients with M1 prostate cancer for whom surgical or medical castration is not indicated or is not acceptable.,MajorClaim
3199,AbstRCT_neoplasm_11346336,"Responses (> or = 50% improvement) were seen in 3 (20%) of 15 patients with an initial dose at 6.5 mg/m(2) per day (95% confidence interval [CI], 0%-40%), 15 (54%) of 28 patients at 300 mg/m(2) per day (95% CI, 35%-72%), and 10 (67%) of 15 patients at above 300 mg/m(2) per day (95% CI, 43%-91%).",Premise
3200,AbstRCT_neoplasm_11346336,"The rate of progressive disease was 47%, 21%, and 13% at the same dose levels, respectively.",Premise
3201,AbstRCT_neoplasm_11346336,Eight (73%) of 11 patients crossing over from 6.5 mg/m(2) per day to higher doses subsequently responded.,Premise
3202,AbstRCT_neoplasm_11346336,The median duration of response from start of therapy could not be estimated for the 15 patients at 300 mg/m(2) per day owing to low relapse rates in 2 patients (13%); at higher doses it was 516 days.,Premise
3203,AbstRCT_neoplasm_11346336,"The following drug-related adverse effects were reversible and treatable: hypertriglyceridemia (46 patients [79%]), hypercholesterolemia (28 patients [48%]), headache (27 patients [47%]), central hypothyroidism (23 patients [40%]), asthenia (21 patients [36%]), and leukopenia (16 patients [28%]).",Premise
3204,AbstRCT_neoplasm_11346336,"No cases of drug-related neutropenic fever, sepsis, or death occurred.",Premise
3205,AbstRCT_neoplasm_11346336,"Pancreatitis occurred in 3 patients with triglyceride levels higher than 14.69 mmol/L (1300 mg/dL), all of whom were taking 300 mg/m(2) or more of oral bexarotene per day.",Premise
3206,AbstRCT_neoplasm_11346336,Bexarotene (Targretin capsules) (the first retinoid X receptor-selective rexinoid) was well tolerated and effective as an oral treatment for 15 (54%) of 28 patients with refractory or persistent early-stage cutaneous T-cell lymphoma at doses of 300 mg/m(2) per day.,Claim
3207,AbstRCT_neoplasm_11346336,Hypertriglyceridemia and hypothyroidism require monitoring but are reversible and manageable with concomitant medication.,Claim
3208,AbstRCT_neoplasm_23632471,"Participants in the PPDI intervention demonstrated significant (P < .05) reductions in adverse dietary symptoms and significant improvements (P < .05) in functional status, performance status, dietary intake, adherence to dietary guidelines, dietary knowledge, and satisfaction with the intervention as compared with the control group over time.",Premise
3209,AbstRCT_neoplasm_23632471,The PPDI was an effective dietary intervention for patients undergoing a gastrectomy for gastric cancer and deserves additional study in other populations of patients.,Claim
3210,AbstRCT_neoplasm_23632471,Incorporating patients' perspectives into a dietary intervention after gastrectomy for gastric cancer may contribute to improved patient outcomes and quality care.,MajorClaim
3211,AbstRCT_neoplasm_17848814,Cancer-related fatigue is the most disabling symptom experienced by breast cancer patients following the cancer treatment.,Claim
3212,AbstRCT_neoplasm_17848814,The positive effects of physical activity in the rehabilitation of breast cancer patients are documented in several studies.,Premise
3213,AbstRCT_neoplasm_17848814,There was an improvement of muscle strength at the end of rehabilitation for both groups.,Premise
3214,AbstRCT_neoplasm_17848814,The increase from t1 to t2 was significantly higher for the training group.,Premise
3215,AbstRCT_neoplasm_17848814,"The scores for global quality of life, physical well-being, and functionality increased from t1 to t2,",Premise
3216,AbstRCT_neoplasm_17848814,but further improvement in the follow-up (t3) was only observed in the training group.,Premise
3217,AbstRCT_neoplasm_17848814,"The cancer-related fatigue was significantly reduced in the training group from t1 to t3, however, not in the control group.",Premise
3218,AbstRCT_neoplasm_17848814,Structured physical training programs initiated during inpatient rehabilitation and continuously practiced in the time thereafter can improve symptoms of chronic fatigue and quality of life in breast cancer patients.,Claim
3219,AbstRCT_neoplasm_24028441,LRH provided lower pain scores after 36 h of observation in this series.,Claim
3220,AbstRCT_neoplasm_24028441,The perioperative and serious postoperative complications ratios were comparable between the groups.,Claim
3221,AbstRCT_neoplasm_24028441,LRH group mean pain score was significantly lower than ARH after 36 h of observation (P = 0.044; mean difference score: 1.42; 95% CI: 0.04-2.80).,Premise
3222,AbstRCT_neoplasm_24028441,The relative risk of presenting with complications was 0.70; CI 95% (0.23-2.11); P = 0.694.,Premise
3223,AbstRCT_neoplasm_24028441,All of the transoperative complications occurred in the LRH group.,Premise
3224,AbstRCT_neoplasm_24028441,Four patients (25%) in the LRH group and 5 patients (36%) in the ARH group presented with transoperative or serious postoperative complications.,Premise
3225,AbstRCT_neoplasm_24028441,"the postoperative complications of (Campos LS, Limberger LF, Stein AT, Kalil AN) laparoscopic radical hysterectomy are similar to those in abdominal radical hysterectomy.",MajorClaim
3226,AbstRCT_neoplasm_23609927,"At week 4 postintervention, women in the intervention group had statistically significant improvement in their FACT-G score, FACT-G physical well-being subscale, LASA fatigue, POMS total score, POMS fatigue-inertia subscale, and POMS confusion-bewilderment subscale (p < 0.05).",Premise
3227,AbstRCT_neoplasm_23609927,Men receiving the intervention had a smaller decrease in FACT-G score compared to controls (p = 0.048) and also worsened on the LASA financial (p = 0.02).,Premise
3228,AbstRCT_neoplasm_23609927,"At week 27, the only gender difference was that intervention group men had more POMS anger-hostility (p = 0.009).",Premise
3229,AbstRCT_neoplasm_23609927,"By week 52, there were no statistically significant gender differences in any of the QOL measures.",Premise
3230,AbstRCT_neoplasm_23609927,"Gender-based differences appear to play a role in the early, but not late, response to a multidisciplinary intervention to improve QOL for patients with advanced cancer,",Claim
3231,AbstRCT_neoplasm_23609927,early interventions can be tailored for each gender.,Claim
3232,AbstRCT_neoplasm_12837811,"Patients treated with DC had a median survival of 11.3 v 10.1 months for VC-treated patients (P =.044; hazard ratio, 1.183 [97.2% confidence interval, 0.989 to 1.416]).",Premise
3233,AbstRCT_neoplasm_12837811,The 2-year survival rate was 21% for DC-treated patients and 14% for VC-treated patients.,Premise
3234,AbstRCT_neoplasm_12837811,Overall response rate was 31.6% for DC-treated patients v 24.5% for VC-treated patients (P =.029).,Premise
3235,AbstRCT_neoplasm_12837811,"Median survival (9.4 v 9.9 months [for VC]; P =.657; hazard ratio, 1.048 [97.2 confidence interval, 0.877 to 1.253]) and response (23.9%) with DCb were similar to those results for VC.",Premise
3236,AbstRCT_neoplasm_12837811,"Neutropenia, thrombocytopenia, infection, and febrile neutropenia were similar with all three regimens.",Premise
3237,AbstRCT_neoplasm_12837811,"Grade 3 to 4 anemia, nausea, and vomiting were more common (P <.01) with VC than with DC or DCb.",Premise
3238,AbstRCT_neoplasm_12837811,"Patients treated with either docetaxel regimen had consistently improved QoL compared with VC-treated patients, who experienced deterioration in QoL.",Premise
3239,AbstRCT_neoplasm_12837811,DC resulted in a more favorable overall response and survival rate than VC.,Claim
3240,AbstRCT_neoplasm_12837811,Both DC and DCb were better tolerated and provided patients with consistently improved QoL compared with VC.,Claim
3241,AbstRCT_neoplasm_12837811,These findings demonstrate that a docetaxel plus platinum combination is an effective treatment option with a favorable therapeutic index for first-line treatment of advanced or metastatic NSCLC.,Claim
3242,AbstRCT_neoplasm_23816967,More patients on afatinib (64%) versus chemotherapy (50%) experienced improvements in dyspnea scores (P = .010).,Premise
3243,AbstRCT_neoplasm_23816967,"Compared with chemotherapy, afatinib significantly delayed the time to deterioration for cough (hazard ratio [HR], 0.60; 95% CI, 0.41 to 0.87; P = .007) and dyspnea (HR, 0.68; 95% CI, 0.50 to 0.93; P = .015), but not pain (HR, 0.83; 95% CI, 0.62 to 1.10; P = .19).",Premise
3244,AbstRCT_neoplasm_23816967,Differences in mean scores over time significantly favored afatinib over chemotherapy for cough (P < .001) and dyspnea (P < .001).,Premise
3245,AbstRCT_neoplasm_23816967,"Afatinib showed significantly better mean scores over time in global health status/QoL (P = .015) and physical (P < .001), role (P = .004), and cognitive (P = .007) functioning compared with chemotherapy.",Premise
3246,AbstRCT_neoplasm_23816967,"Fatigue and nausea were worse with chemotherapy, whereas diarrhea, dysphagia, and sore mouth were worse with afatinib (all P < .01).",Premise
3247,AbstRCT_neoplasm_23816967,"In patients with lung adenocarcinoma with EGFR mutations, first-line afatinib was associated with better control of cough and dyspnea compared with chemotherapy, although diarrhea, dysphagia, and sore mouth were worse.",Claim
3248,AbstRCT_neoplasm_23816967,Global health status/QoL was also improved over time with afatinib compared with chemotherapy.,Claim
3249,AbstRCT_neoplasm_12915593,"In 389 eligible patients, the relative dose intensities (RDIs) of cyclophosphamide (median, 96.3% v 93.9%; P =.01) and doxorubicin (median, 95.4% v 93.3%; P =.04) were higher in patients treated with CHOP plus G-CSF.",Premise
3250,AbstRCT_neoplasm_12915593,"The complete response rates were 55% and 52% for CHOP and CHOP plus G-CSF, respectively (P =.63).",Premise
3251,AbstRCT_neoplasm_12915593,"The actuarial overall survival at 5 years was 22% with CHOP alone, compared with 24% with CHOP plus G-CSF (P =.76), with a median follow-up of 33 months.",Premise
3252,AbstRCT_neoplasm_12915593,"Patients treated with CHOP plus G-CSF had an identical incidence of infections, with World Health Organization grade 3 to 4 (34 of 1,191 cycles v 36 of 1,195 cycles).",Premise
3253,AbstRCT_neoplasm_12915593,"Only the cumulative days with antibiotics were fewer with CHOP plus G-CSF (median, 0 v 6 days; P =.006) than with CHOP alone.",Premise
3254,AbstRCT_neoplasm_12915593,The number of hospital admissions and the number of days in hospital were not different.,Premise
3255,AbstRCT_neoplasm_12915593,"In elderly patients, G-CSF improved the RDI of CHOP,",Claim
3256,AbstRCT_neoplasm_12915593,but this did not lead to a higher complete response rate or better overall survival.,Premise
3257,AbstRCT_neoplasm_12915593,G-CSF did not prevent serious infections.,Claim
3258,AbstRCT_neoplasm_20679600,"Arm symptoms were significantly more bothersome for SNAD compared with SNR patients at 6 months (mean, 4.8 v 3.0; P < .001) and at 12 months (3.6 v 2.5; P = .006).",Premise
3259,AbstRCT_neoplasm_20679600,"Longitudinally, SNAD patients were more likely to experience ipsilateral arm and breast symptoms, restricted work and social activity, and impaired QOL (P < or = .002 all items).",Premise
3260,AbstRCT_neoplasm_20679600,"From 12 to 36 months, fewer than 15% of either SNAD or SNR patients reported moderate or greater severity of any given symptom or activity limitation.",Premise
3261,AbstRCT_neoplasm_20679600,Arm morbidity was greater with SNAD than with SNR.,Claim
3262,AbstRCT_neoplasm_20679600,this study demonstrates that initial problems with either surgery resolve over time.,Claim
3263,AbstRCT_neoplasm_24040301,"Postcancer fatigue is a frequently occurring problem, impairing quality of life.",MajorClaim
3264,AbstRCT_neoplasm_24040301,"This may suggest that, although postcancer fatigue and chronic fatigue syndrome show strong resemblances as a clinical syndrome, the underlying physiology is different.",Claim
3265,AbstRCT_neoplasm_24040301,Change scores of volumetric and metabolic parameters from baseline to follow-up were not significantly different between patients in the therapy and the waiting list group.,Premise
3266,AbstRCT_neoplasm_24040301,Patients in the therapy group reported a significant larger decrease in fatigue scores than patients in the waiting list group.,Premise
3267,AbstRCT_neoplasm_24040301,No relation was found between postcancer fatigue and the studied volumetric and metabolic markers.,Premise
3268,AbstRCT_neoplasm_16446330,"Patients in the TC arm showed better means scores after treatment on overall QoL (P = .012), physical functioning (P = .012), role functioning (P = .005), and cognitive functioning (P = .024), compared with the PT arm.",Premise
3269,AbstRCT_neoplasm_16446330,"Concerning symptom experience, patients undergoing TC showed less nausea and vomiting (P < .001), less appetite loss (P < .001), and less fatigue (P = .033) after completion of treatment compared with patients undergoing PT.",Premise
3270,AbstRCT_neoplasm_16446330,The TC regimen achieved better QoL outcomes compared with the PT regimen.,Claim
3271,AbstRCT_neoplasm_16446330,"Thus, clinicians may consider replacing cisplatin with carboplatin when treating ovarian cancer patients with chemotherapy.",Claim
3272,AbstRCT_neoplasm_18457329,"On the basis of intention-to-treat analyses, PRET was superior to TP for improving shoulder pain and disability (-9.6; 95% confidence interval [95% CI], -16.4 to -4.5; P = .001), upper extremity strength (+10.8 kg; 95% CI, 5.4-16.2 kg; P < .001), and upper extremity endurance (+194 repetitions x kg; 95% CI, 10-378 repetitions x kg; P = .039).",Premise
3273,AbstRCT_neoplasm_18457329,"Changes in neck dissection impairment, fatigue, and quality of life favored the PRET group",Premise
3274,AbstRCT_neoplasm_18457329,but did not reach statistical significance.,Premise
3275,AbstRCT_neoplasm_18457329,Clinicians should consider the addition of PRET in the rehabilitation of postsurgical head and neck cancer survivors.,Claim
3276,AbstRCT_neoplasm_18457329,The PRET program significantly reduced shoulder pain and disability and improved upper extremity muscular strength and endurance in head and neck cancer survivors who had shoulder dysfunction because of spinal accessory nerve damage.,Premise
