,text_id,component_tokens,labels
1393,AAEC_139,"more emphasis should be laid on human beings other than animals, and it is better to let nature take its course with regard to species extinction",MajorClaim
1394,AAEC_139,biodiversity is essential to maintain the balance of ecosystem,Premise
1395,AAEC_139,"If certain species are absent from this system, such kind of balance is likely to be disrupted and other species, including human beings, will come under threat",Premise
1396,AAEC_139,it is our responsibility to keep as many species on the Earth as possible,Claim
1397,AAEC_139,species extinction is quite natural according to the theory of evolution,Claim
1398,AAEC_139,The environment on the Earth has been transformed many times since the first species came into being,Premise
1399,AAEC_139,A great number of plants and animals died out,Premise
1400,AAEC_139,they were unable to fit into the new environment,Premise
1401,AAEC_139,the process of extinction of some species is irrevocable and we can do nothing about it,Premise
1402,AAEC_139,We should put our own survival and sustainment in order first before considering the conservation of other species,Claim
1403,AAEC_139,"human beings nowadays are still faced with many urgent problems such as starvation, disease and wars",Premise
1404,AAEC_139,"When these problems are taken into account, extinction of some animals recedes greatly in importance and it is not sensible to devote our limited resources to animals that have been past help",Premise
1405,AAEC_142,the increase in life expectancy has some pressure on the Medicare system,Claim
1406,AAEC_142,the improvement of medical care makes a better life for all people,Claim
1407,AAEC_142,the advanced medical care brings with it more benefits than disadvantages,MajorClaim
1408,AAEC_142,The main advantage of high-tech medical care is that people are better taken care so that they have a good health,Claim
1409,AAEC_142,They can contribute effectively to the development of the economy,Premise
1410,AAEC_142,healthy workers can create more productivity,Premise
1411,AAEC_142,they do not have to spend more time in health checking or treatment,Premise
1412,AAEC_142,this saves an amount of time as well as cost,Premise
1413,AAEC_142,a community with the elderly who have a good health has a major role to play in a sustainable development of a society,Premise
1414,AAEC_142,"young people will be happy as their parents, grandparents are healthy",Premise
1415,AAEC_142,the increase in life expectancy puts a high pressure on the economic system,Claim
1416,AAEC_142,more pension have to spend for Medicare instead of investing in other sectors of the economic system,Premise
1417,AAEC_142,the capital that spend on taking care the elderly is contributed by these people during their working time,Premise
1418,AAEC_142,they are worth to have good care,Premise
1419,AAEC_142,"They have given their effort to the society so that young people, the governments have a responsibility to improve the Medicare system",Premise
1420,AAEC_142,the development of the health care system helps people have a better life,MajorClaim
1421,AAEC_142,It helps people build a sustainable society where people can live a happy life when they are old,Claim
1422,AAEC_149,one can achieve success more easily with the help from his or her family,MajorClaim
1423,AAEC_149,"with the help of our family, we can achieve success quite easily",MajorClaim
1424,AAEC_149,family plays a more important role in helping one to pursuit success,MajorClaim
1425,AAEC_149,"when my father had difficulty in solving a problem in his childhood, he had to go to his teacher for help",Premise
1426,AAEC_149,more and more people have the opportunity to receive education from university,Premise
1427,AAEC_149,our parents receive better education than our grandparents did,Premise
1428,AAEC_149,they can provide more advices and helps in our career,Claim
1429,AAEC_149,"In the past, seldom people have the chance to attend a collage",Premise
1430,AAEC_149,my grandparents did not get a education even in high school,Premise
1431,AAEC_149,Things have changed a lot,Premise
1432,AAEC_149,I grow up in a better condition than my father did,Premise
1433,AAEC_149,"Whenever I have problems, I can always ask my parents for help",Premise
1434,AAEC_149,They can solve the problem quickly,Premise
1435,AAEC_149,they have learned quite a lot,Premise
1436,AAEC_149,family members can help us in many other aspects,Claim
1437,AAEC_149,"when I did not know what major to choose when I attend university, my father told a lot about different majors",Premise
1438,AAEC_149,"He shared his own experience with me, which helped me quite a lot",Premise
1439,AAEC_149,Parents are quite experienced than their child,Premise
1440,AAEC_149,they can guide them toward the right direction,Premise
1441,AAEC_149,parents can told their children as many as they can,Premise
1442,AAEC_149,What they want is help their child to make a progress,Premise
1443,AAEC_149,our parents and other family members can help us a lot in our life,Claim
1444,AAEC_154,I prefer to live with a roommate,MajorClaim
1445,AAEC_154,"it saves me money, enables me to socialize, and allows me to get help",Claim
1446,AAEC_154,"I prefer to live with a roommate, and I always will",MajorClaim
1447,AAEC_154,many people decide to live alone for various reasons,Claim
1448,AAEC_154,"it offers me many advantages, such as less spending, more socializing, and more help",Claim
1449,AAEC_154,Living with a roommate saves me a lot of money,Claim
1450,AAEC_154,"If you have roommates, you can split the rent and utilities among them",Premise
1451,AAEC_154,you can get more for less,Premise
1452,AAEC_154,"last year, I shared a room off-campus with my friend, and we decided to split the rent and heating bills into half: I was able to save about fifty dollars for heating, and two hundred dollars for rent monthly",Premise
1453,AAEC_154,I was able to save a lot of money by sharing wasted heating and rooms with my friend and splitting the bills,Premise
1454,AAEC_154,living with a roommate also enables me to socialize more easily,Claim
1455,AAEC_154,It is always easier to socialize when you have a lot of people around you,Premise
1456,AAEC_154,You can invite your roommates' friends over to your room and have fun together,Premise
1457,AAEC_154,"one night, my roommate, Millan, brought his friends along",Premise
1458,AAEC_154,"Even though his friends and I were total strangers to each other, we quickly got to know each other",Premise
1459,AAEC_154,We soon found out that everyone loved playing video games,Premise
1460,AAEC_154,"We played a video game called 'Halo' together all night, and became good friends",Premise
1461,AAEC_154,Living with a roommate made socializing much easier for me,Premise
1462,AAEC_154,living with a roommate allows me to get help,Claim
1463,AAEC_154,It often is the case that your roommates have the skills or knowledge you need,Premise
1464,AAEC_154,"When you run into a problem, you can ask your roommates if they can help",Premise
1465,AAEC_154,Some of them may have something to offer,Premise
1466,AAEC_154,"when my computer mysteriously broke down, I dialed up the manufacturer and asked for help",Premise
1467,AAEC_154,They failed to give me any useful solutions,Premise
1468,AAEC_154,"To my surprise, one of my roommates noticed my problems and offered to help",Premise
1469,AAEC_154,"He was very good with computers, and he managed to fix the problem quickly",Premise
1470,AAEC_160,Government should decide for punishment case by case basis,MajorClaim
1471,AAEC_160,"it should taken into consideration the situation and conditions, that forces to a person to be a criminal",MajorClaim
1472,AAEC_160,if there will be a fixed punishment for each type of crime then it will lead to increase the crime,Claim
1473,AAEC_160,the punishment will be clear in the mind of professional criminals and they will not feel fear while committing a crime,Premise
1474,AAEC_160,laws and rules are there for people,Premise
1475,AAEC_160,it is necessary to have a look behind crime,Claim
1476,AAEC_160,The person who committed crime first time and the professional criminals should not be imprisoned at same place,Premise
1477,AAEC_160,fixed punishment will reduce the time taken by judges to give their judgement and it will be effective economically for the Government,Claim
1478,AAEC_160,Everyone should be treated equally,Premise
1479,AAEC_160,sometimes we see that a poor person who do not have much money for hiring a good lawyer they get imprisoned even without committing a crime and when they come back to the society they become a professional criminal,Premise
1480,AAEC_160,fixed punishment will reduce the space between poor and rich people and everyone will understand the importance of each other,Claim
1481,AAEC_160,"a women steals feed for her child should be treated same as a women, who steals for her drug addiction",Premise
1482,AAEC_163,I prefer to live in a big city,MajorClaim
1483,AAEC_163,I have always wanted to find a job in a big company which locates in a prosperous city area,Claim
1484,AAEC_163,I will absolutely choose a place to live that is not too far from my workplace,Premise
1485,AAEC_163,I can save plenty of money on transportation if I choose to live in the city,Premise
1486,AAEC_163,life in a big city will not be so dull as in a small town,Claim
1487,AAEC_163,You can enjoy modern life and have more access to the advanced facilities,Premise
1488,AAEC_163,"you can visit museums to learn history, and go to a more equipped library to enjoy reading, or you can go to a sports center for exercising",Premise
1489,AAEC_163,a small town may be less developed to satisfy all these kinds of needs,Premise
1490,AAEC_163,"living in big cities means more exposure to stimulation, like all kinds of information",Claim
1491,AAEC_163,"If one can efficiently acquire the information, then, there might come along more opportunities for him to achieve his goals",Premise
1492,AAEC_163,"there are various advertisements here an there, whether on the leaflets or on the big screen showing things of all sorts in commercial zones",Premise
1493,AAEC_163,"If one is seeking a job right in the city or planing somewhere to travel, or just wants to buy a product in a dependable store, he might refer to what he has seen or heard from the advertisements to make a relatively wise choice",Premise
1494,AAEC_163,There is also another obvious advantage of living in a big city considering the chance of receiving better education of our offspring,Claim
1495,AAEC_163,"Schools in big cities may receive more funds from whether the local comities or the government, which may make them more equipped with advanced teaching facilities and attract more excellent teachers",Premise
1496,AAEC_163,Our children thus will have a better chance of pursuing high-quality education which is very important for their future development,Premise
1497,AAEC_163,"if I want to live a more convenient life with more access to modern facilities as well as with more exposure to various opportunities, and have my children receive a better education, a big city is the place to live in",MajorClaim
1498,AAEC_169,Professors could combine doing research and preparing good courses in a dynamic way,MajorClaim
1499,AAEC_169,"Only by developing students, can we have a better academic field",Claim
1500,AAEC_169,conducting research is helpful for professors and students to some extent,Premise
1501,AAEC_169,the precondition of doing research is growing students’ solid theory fundamental,Premise
1502,AAEC_169,the research takes up too much teaching time,Claim
1503,AAEC_169,research could bring funding and latest achievements in the field,Premise
1504,AAEC_169,professors should spend more time on preparing courses than research,MajorClaim
1505,AAEC_169,professors should assist students to acquire knowledge,Premise
1506,AAEC_169,professors could teach students through research and projects,Claim
1507,AAEC_169,professor should concern about preparing class,Claim
1508,AAEC_169,professors should pay more attention on how to teach students rather than conduct research,Claim
1509,AAEC_169,"The professors’ duty is to nurture students, and prepare excellent courses",Premise
1510,AAEC_169,"If professors spend a lot of time on research, he will cut the time on preparing courses is reduced, which may decrease the quality of classes",Premise
1511,AAEC_169,The reason why people enter a university is that they want to learn cutting-edged technologies,Premise
1512,AAEC_169,professors should provide well-preparation courses to convey the state-of-art knowledge for college and university students,Premise
1513,AAEC_169,"if professors are busy in doing research, ignoring preparing appropriate courses for students, it would ruin the reputation of universities",Premise
1514,AAEC_169,"Students are unsatisfied with the unprepared course, and the enrollment of universities may decline",Premise
1515,AAEC_169,Many students would not choose these kinds of universities to study,Premise
1516,AAEC_169,hardly can professors find assistants to help with projects,Premise
1517,AAEC_169,"spending more time to nurture excellent students is more consequential to professors, rather than research",Claim
1518,AAEC_169,Some students enjoy taking part in some research,Premise
1519,AAEC_169,"Through to use the equipment and invent their own work, they may get more experience in the process of research",Premise
1520,AAEC_169,"electronic students always invent new machines such as robots, MP3 and remote control car",Premise
1521,AAEC_169,They can manage the electric theory in practical skills,Premise
1522,AAEC_169,And some students will be rewarded by investing new inventions,Premise
1523,AAEC_169,"only under specific circumstance, when students master all of the systematic knowledge, can they accomplish research",Premise
1524,AAEC_169,This is requires professors provide high quality courses,Premise
1525,AAEC_169,It is adverse to the whole academic field,Premise
1526,AAEC_172,I would prefer to live in an apartment in the community rather than in the university dormitories,MajorClaim
1527,AAEC_172,the advantages of living in an apartment outshine those of living in a dormitory,MajorClaim
1528,AAEC_172,an apartment provides a lot more freedom than a dormitory,Claim
1529,AAEC_172,"While in a dormitory you have to obey preset rules, in the apartment you set your own rules",Premise
1530,AAEC_172,You are free to have visits at any time or to be left alone if you want,Premise
1531,AAEC_172,An apartment offers more privacy,Premise
1532,AAEC_172,you can choose to have your own room instead of sharing with another student,Premise
1533,AAEC_172,you also get more space than you would in a dormitory,Premise
1534,AAEC_172,an apartment is more expensive,Claim
1535,AAEC_172,you could rent the extra rooms in the apartment to other people and rent would be a lot cheaper,Premise
1536,AAEC_172,"Transportation is another issue, you have to go to and return from the university everyday",Premise
1537,AAEC_172,"You could choose to use public transportation, a cheaper option, or to have a car",Premise
1538,AAEC_172,"The car is an expensive option, but also offers freedom of schedule and destination",Premise
1539,AAEC_172,the studying conditions are better in an apartment,Claim
1540,AAEC_172,you don't have all the noise and distractions that you often have in dormitories,Premise
1541,AAEC_172,A lot of students often complain about their roommate playing music too loud or bringing friends over at inappropriate times,Premise
1542,AAEC_172,you would be able to concentrate better,Premise
1543,AAEC_172,in an apartment you don't have a roommate,Premise
1544,AAEC_172,you won't have this problem,Premise
1545,AAEC_172,"you won't have a problem if you are the one who wants to play music, bring friends over, or study late at night",Premise
1546,AAEC_172,You set your own schedules,Premise
1547,AAEC_172,"living in a dormitory, and being surrounded by students also has some advantages, like being able to get help with any academic issues from them",Premise
1548,AAEC_180,groups or organizations are a vital part for us in plenty of aspects in different ages and in different backgrounds,MajorClaim
1549,AAEC_180,groups provide a place for people to gain experiences or achieve goals,MajorClaim
1550,AAEC_180,almost of us live in the environment of groups,Claim
1551,AAEC_180,"the groups play an essential role in the process of socialization, from children to adults",Claim
1552,AAEC_180,"We begin taking part in groups or organizations during the early days of life, and especially most people continue their social participation in all through life",Premise
1553,AAEC_180,"By making teamwork, the children in schools may learn to how to get along with others",Premise
1554,AAEC_180,"As university students, it is likely for them to join student organization of their major in order to expand their experiences or communicate with others",Premise
1555,AAEC_180,"After graduating from schools, employees might go to business associations for various business resources and benefits",Premise
1556,AAEC_180,"By participating in an organization, it is a positive way for people to obtain some experiences on a particular purpose",Claim
1557,AAEC_180,"A solid group can be a suited environment, which provides people to improve themselves or broaden their horizons",Premise
1558,AAEC_180,"as a student majoring in mass media, I have taken part in mass media student group for a year",Premise
1559,AAEC_180,"When being in the department of art, I have not only learned how to do a project, but also known some famous artists during the term",Premise
1560,AAEC_180,it is advantage which increase an opportunity on my resume for the sake of getting a better job,Premise
1561,AAEC_180,groups and organizations would lead people to take action or achieve their goal,Claim
1562,AAEC_180,"Tzu Chi, a non-profit Buddhism organization in Taiwan, is famous for contributing to the social and community services, and medical care",Premise
1563,AAEC_180,They bring hopes and inspire others with their generous spirit,Premise
1564,AAEC_180,"For accomplishing their missions, the charity should gather people who are volunteers and sponsors for those difficult tasks",Premise
1565,AAEC_180,they could have chance to help the people in need from all over the world,Premise
1566,AAEC_180,they lit the light for the poor and victims,Premise
1567,AAEC_180,"humans are a part of the society, and the society includes a wide variety of groups",Premise
1568,AAEC_180,there are various charities in the world,Premise
1569,AAEC_182,individuals should pay their college tuition,MajorClaim
1570,AAEC_182,"it would cost too much, the college education is a personal's choice, and there are many ways to fund a college education",Claim
1571,AAEC_182,the individual should finance his or her education,MajorClaim
1572,AAEC_182,it would cause too much cost from taxpayers and the government,Claim
1573,AAEC_182,it would affect all taxpayers whether or not they benefit from the use of the funds,Premise
1574,AAEC_182,making college education free would cost too much,Claim
1575,AAEC_182,"It would divert public funds from other needs such as law enforcement, infrastructure and so forth",Premise
1576,AAEC_182,"There are many other needs which should come first, such as providing health care to all American, or improving public schools",Premise
1577,AAEC_182,it would cause to raise our taxes again and again to fund college education,Premise
1578,AAEC_182,those people should make the financial investment in their own choice; not the government,Claim
1579,AAEC_182,it is a personal choice to go to a college,Premise
1580,AAEC_182,Not everyone wants to go to a college,Premise
1581,AAEC_182,"People who want to make more money, and live a better life than other people decide to take a college education",Premise
1582,AAEC_182,there are many ways to fund a college education,Claim
1583,AAEC_182,"People who cannot afford to pay their tuition benefit from the scholarship, financial aids, and other funds",Premise
1584,AAEC_182,the government already helps pay college expense through indirect means,Premise
1585,AAEC_182,"They often provide services such as fire departments, medical assistance, and police protection for the schools and their students",Premise
1586,AAEC_182,They also provide funds for academic research,Premise
1587,AAEC_182,"While the money is not given to individual students, these contributions are not trivial",Premise
1588,AAEC_182,it is a personal choice,Claim
1589,AAEC_187,people who learn a foreign language in the country in which it is spoken have a deeper understanding of different language skills than those who learn the same languages in their own countries,MajorClaim
1590,AAEC_187,advantages of learning language in the country in which is spoken outweigh the advantages of the other way of learning of a new language,MajorClaim
1591,AAEC_187,"he can learn most useful idioms, proverbs and so many other things which the former person, person 'A', does not have access to",Claim
1592,AAEC_187,"when a new learner wants to learn a new language in the country in which it is spoken, he has the opportunity to communicate with natives",Premise
1593,AAEC_187,He may find native friends and may participate in groups where members are people from the foreign country,Premise
1594,AAEC_187,it leads to better understanding of language essential skills,Premise
1595,AAEC_187,He also has access to the most up-to-date language,Premise
1596,AAEC_187,There are lots of evidences show that communication is the most important factor in learning a new language,Premise
1597,AAEC_187,"When you are exposed to an environment where everybody talks to you in the new language you want to learn and expects you express words from the same language, you are forced to learn it as soon and good as possible",Claim
1598,AAEC_187,he can set aside enough time and energy dedicated to learning the language,Premise
1599,AAEC_187,Person 'A' who learns a non-native language in his country may receive benefit from a step-by-step teaching method,Claim
1600,AAEC_187,he is not jumping into the foreign country,Premise
1601,AAEC_187,"all these people most likely have learned the language, more or less, in the same way",Premise
1602,AAEC_187,all the learners are probably from the same country,Premise
1603,AAEC_187,"if I wanted to learn a new language and had enough money to afford the travel, I would definitely make the second choice",Premise
1604,AAEC_192,other prefer to be surrounded by a large number of friends,MajorClaim
1605,AAEC_192,spending time with a large number of friends can add more to one's life,MajorClaim
1606,AAEC_192,staying in contact with a large number of friends gives the opportunity to learn more from the others' experiences,Claim
1607,AAEC_192,"among a large number of people there could be someone who practices a particular sport, or plays an instrument or likes traveling very much and from their experiences you can be attracted to try something new that you had never considered before",Premise
1608,AAEC_192,a large number of friends can help you to consider all the possible solutions to a problem and to make you more open-minded,Claim
1609,AAEC_192,"if you happen to face a problem and ask them for advice, your friends you will see that issue from their different point of views and accordingly they will help you to consider better all advantages and disadvantages",Premise
1610,AAEC_192,"When you have just few close friends, on one hand you develop a more intimate relationship with them and you feel you can trust them more",Claim
1611,AAEC_192,"they often will give you viewpoints not so different from yours, adding less to your experience",Premise
1612,AAEC_192,"while differences give the opportunity to learn, they can also mean that sometimes it can be difficult to reach an agreement",Claim
1613,AAEC_192,This would not happen or at least would happen rarely if one decides to spend time with one or two close friends,Premise
1614,AAEC_192,in this case it is more likely that interests and preferences are the same,Premise
1615,AAEC_193,The use of public transportation is the best way to conserve natural resources gradually run out,Claim
1616,AAEC_193,Cars depend on oil and gasoline to move,Premise
1617,AAEC_193,"If people use too many private cars, the oil and gasoline nonrenewable will run out quickly",Premise
1618,AAEC_193,"Instead of using many private cars, people can use public transportation, such as bus, train, subway, each one can get far more people and less oil and gasoline are used up per person",Premise
1619,AAEC_193,The use of public transportation helps in reducing the air pollution,Claim
1620,AAEC_193,"Cars use oil and gasoline and send out gas such as carbon dioxide, heat and so on",Premise
1621,AAEC_193,They cause pollution and make the Earth warmer,Premise
1622,AAEC_193,"The more cars are driven, the more pollution will be put into air",Premise
1623,AAEC_193,"If we use the public transportation, less cars will be used and less pollution will be emitted",Premise
1624,AAEC_193,"The atmosphere, surrounding us, will be protected and help us more healthy",Premise
1625,AAEC_193,The use of public transportation make us live more sociable,Claim
1626,AAEC_193,"When we drive a private car, we are alone or only our family members that we already know and lost the opportunity to make friends with others or to see that we are a part of this society",Premise
1627,AAEC_193,"When using public transportation, we have a chance to meet more people and more chances to discovery new aspects of life",Premise
1628,AAEC_193,"Using public transportation has a lot of advantages for the modern society facing a lot of problems: the environmental population, the isolation in life, the depletion of natural resources",MajorClaim
1629,AAEC_193,The development of public transportation is the most essential thing for a developed society,MajorClaim
1630,AAEC_193,"Public transportation keeps society from the depletion of natural resources, the air pollution, the loss of a sense of community",Claim
1631,AAEC_199,I prefer to study individually,MajorClaim
1632,AAEC_199,"it helps me to concentrate more, and it helps me to build my personality",Claim
1633,AAEC_199,I agree with the idea of studying a lone,MajorClaim
1634,AAEC_199,it helps me to focus more and establish my personality,Claim
1635,AAEC_199,Studying alone helps us to focus more in our lessons,Claim
1636,AAEC_199,I am a type of person who cannot comprehend my subjects unless I am alone,Premise
1637,AAEC_199,"I can prepare my schedules, guidelines, exercises and go over them all",Premise
1638,AAEC_199,"we have a lot of subjects which require us to sit and study alone such as math, reading, and drawing",Premise
1639,AAEC_199,I can take advantage of every minute without wasting by studying alone,Premise
1640,AAEC_199,we are building our personalities when we study alone,Claim
1641,AAEC_199,answering our homework alone encourages us to be more responsible and independent,Premise
1642,AAEC_199,it motivates us to be accurate in our work in the future,Premise
1643,AAEC_199,"when I fix my study plan with a specific time and finish it on time, it improves my ability in the future to become more precise and careful",Premise
1644,AAEC_202,the co-workers should believe in fellowship,Claim
1645,AAEC_202,This helps them to enjoy their work life while building up very strong personal relationships,Premise
1646,AAEC_202,you spend most of your day at office,Premise
1647,AAEC_202,"If you have a good company in office, it is certainly a blessing",Premise
1648,AAEC_202,"a good co-worker needs to have three most important characteristics such as cooperation, trustworthiness, and fellowship",MajorClaim
1649,AAEC_202,The co-workers should be cooperative with one another,Premise
1650,AAEC_202,The co-workers need to trust each other,Claim
1651,AAEC_202,"If they do not cooperate, there will be lots of disputes",Premise
1652,AAEC_202,They should not act on suspicion,Premise
1653,AAEC_202,he always left office sharp on time without giving any consideration whether the work has been finished or not,Premise
1654,AAEC_202,I once had a co-worker who was too family conscious,Premise
1655,AAEC_202,"Most of the time, I had to do his work in order to protect him from getting caught to the supervisor who was a very authoritative person",Premise
1656,AAEC_202,one day I wanted to be off early because I had to take my mother to the doctor,Premise
1657,AAEC_202,"When I requested my co-worker to give a helping hand to finish my work early, he turned down my request giving a silly excuse",Premise
1658,AAEC_202,From that day onwards I did not offer him any support and finally he was transferred from our department to a distant location as a punishment for his irresponsibility,Premise
1659,AAEC_202,if the co-workers do not corporate with each other that would be devastating in a work environment,Claim
1660,AAEC_202,This is a very important aspect in the work environment,Premise
1661,AAEC_202,I came across a situation once such that one of my subordinates used to suspect his co-worker for carrying tales to me,Premise
1662,AAEC_202,To a certain extent his suspicion was valid as his co-worker made several attempts to highlight the drawbacks of him,Premise
1663,AAEC_202,I never encourage tale carriers as a principle and therefore his co-worker gave up talking ill against him with me,Premise
1664,AAEC_202,But this mistrust continued and created very unpleasant situations for everybody in my department,Premise
1665,AAEC_204,traditional learning still has many benefits to the students,MajorClaim
1666,AAEC_204,online classes have many advantages,Claim
1667,AAEC_204,I prefer traditional learning classes,MajorClaim
1668,AAEC_204,the participant with the others like classmates or professors is still an important factor in studying,Claim
1669,AAEC_204,Working in group leads to more discussion and more opinion among the class,Premise
1670,AAEC_204,the discussion class results in expanded children vision and their respect to others roommate's ideas,Premise
1671,AAEC_204,Unlike the distance learning that children have few opportunities to discuss with their friends,Premise
1672,AAEC_204,classroom learning provides other activities than studying,Claim
1673,AAEC_204,"During student's free time, they have a number of activities that they can join, such as playing sports, going to lab, or going to library",Premise
1674,AAEC_204,These activities lead to more interact with their friends,Premise
1675,AAEC_204,Connection with friends improves their IQ abilities,Premise
1676,AAEC_204,they have a chance to learn about their societies,Premise
1677,AAEC_204,the online course keeps the children at their home only,Premise
1678,AAEC_204,"in school, there are professors that guided you during you had a problem or needed an advice",Claim
1679,AAEC_204,The professor provides good answers to you,Premise
1680,AAEC_204,"They do not mind helping you, and they never leave you alone when you got a problem",Premise
1681,AAEC_204,"in distance learning, these aspects of the professor had reduced their important",Premise
1682,AAEC_204,The professor has been assigned to teach only,Premise
1683,AAEC_204,there will be a long response from the teachers when children ask them a question,Premise
1684,AAEC_211,schools should not remove these subjects,MajorClaim
1685,AAEC_211,non-academic subjects are as essential as academic subjects for a student’s development,Claim
1686,AAEC_211,"from the health point of view, schools should not only deliver academic subjects",Premise
1687,AAEC_211,"If physical education is removed from the syllabus, there will be considerable negative effects on students’ health",Premise
1688,AAEC_211,"after studying and sitting in the classroom for the whole morning, it is better for students to do some outdoor activities, such as stretching, jogging and playing ball games, in order to improve their learning ability during the afternoon classes",Premise
1689,AAEC_211,"Removing physical classes from school education will not only be harmful to young people’s health, it will also decrease their learning capability",Claim
1690,AAEC_211,school education should not only focus on the academic development of a student,Claim
1691,AAEC_211,it is much more crucial to teach them how to be independent and live a good life,Premise
1692,AAEC_211,"Success in life should be the ultimate goal of a student, which requires more than academic knowledge, but also practical life skills such as cooking, good communication skills and teamwork spirit",Premise
1693,AAEC_211,schools are responsible for developing their students into well-rounded people,Premise
1694,AAEC_211,It is more important for a person to success in life than to success only academically,Premise
1695,AAEC_211,students can learn practical skills after school hours from their parents,Claim
1696,AAEC_211,it is not a good idea,Premise
1697,AAEC_211,most young people would rather watch TV or play computer games after school instead of learning life skills from their parents,Premise
1698,AAEC_211,parents are usually too busy with their daily jobs to teach their children the life skills,Premise
1699,AAEC_211,"non-academic subjects should be completely removed, I strongly disagree with that",MajorClaim
1700,AAEC_212,"I would follow the new customs, if I migrated to another country",MajorClaim
1701,AAEC_212,the immigrants should follow the customs in the new country,MajorClaim
1702,AAEC_212,"it will be easier for people to assimilate into a new country, if they follow the new customs",Claim
1703,AAEC_212,"When people migrate to a new country, they are likely to suffer the culture shock, because of the difference between two cultures",Premise
1704,AAEC_212,The custom is just a form of the culture and following the custom is a good way to know more about this culture,Premise
1705,AAEC_212,"if one wore in white and went to common Viharas to observe a rather longer-than-usual, full-length Buddhist sutra in Buddha's Birthday in India, he or she would learn something about Indian religion and culture",Premise
1706,AAEC_212,"people understand the culture, and then they adapt to the new country",Premise
1707,AAEC_212,keeping own customs stably might cause discrimination,Claim
1708,AAEC_212,"When people insist to keep their own customs and refuse to accept the new one, they regard themselves as a special group in the new country",Premise
1709,AAEC_212,The local people may also regard them as a special group as well and separate them from the main-stream society,Premise
1710,AAEC_212,One example of this is that the Chinese immigrants in Indonesia in 1969,Premise
1711,AAEC_212,They formed Chinatown and kept Chinese language and customs in it,Premise
1712,AAEC_212,"While the Indonesians stopped working at 4:00 pm and went home for rest, Chinese immigrants were still working",Premise
1713,AAEC_212,"being much richer than local people, they faced the discrimination",Premise
1714,AAEC_212,Their houses and private cars were buried by local people,Premise
1715,AAEC_212,"the locals were jealous of Chinese people, who had so much wealth, which should have been theirs",Premise
1716,AAEC_212,"If the Chinese immigrants had followed the local customs and assimilated into Indonesia, they would not have been regards as a group of Chinese and discrimination might have been alleviated",Premise
1717,AAEC_218,childhood is the happiest time of a person's life,MajorClaim
1718,AAEC_218,in childhood most people are happier than in adulthood,Claim
1719,AAEC_218,"They do not have to worry about bills, jobs, how would their life be in the future",Premise
1720,AAEC_218,"They just worry about two things: to have fun, learn and be happy",Premise
1721,AAEC_218,"A child's daily life is school, playing and sleeping",Premise
1722,AAEC_218,when I was young I just came home from school and then I would took my bike or soccer ball and go out and play with my friends in my neighborhood,Premise
1723,AAEC_218,"I did not have to worry about costs and other things, I just had fun and learned",Premise
1724,AAEC_218,people are most creative when they were children,Claim
1725,AAEC_218,children imagine new things and games just to have fun and be happy,Premise
1726,AAEC_218,childhood is the period where people go to school and learn,Premise
1727,AAEC_218,school memories are one of the best memories in a person's life,Claim
1728,AAEC_218,"There you learn, to find your first love, to make new long-lasting friendships and of-course you will have a lot of fun",Premise
1729,AAEC_218,my father's best moments in his life are in his school years,Premise
1730,AAEC_218,he is still in-touch with some of his classmates and sometimes they get together and share their childhood memories,Premise
1731,AAEC_218,"childhood is, indeed, the most happiest moments in a person's life",MajorClaim
1732,AAEC_220,staying with the parents for longer time does more benefits than disadvantages to the young adult,MajorClaim
1733,AAEC_220,staying longer with parents is a better choice,MajorClaim
1734,AAEC_220,"living with parents longer brings about memories with parents, less cost, and advice from parents",Claim
1735,AAEC_220,the young adult can have more experience with his parents,Premise
1736,AAEC_220,undergoing with parents is worthwhile,Claim
1737,AAEC_220,The young adult has to try to create memories with his dad and mom in the early age,Premise
1738,AAEC_220,"When having a job, it is of low possibilities to work in his hometown",Premise
1739,AAEC_220,"If he lives with his parents for longer time, they have more chances to share the feelings, exercise, and travel together",Premise
1740,AAEC_220,All memories become priceless treasure as time passes by,Premise
1741,AAEC_220,he may have to rent a house and the rental would become a burden for parents,Premise
1742,AAEC_220,another daily expense is also the considerable outgoings,Premise
1743,AAEC_220,Spending much money may not result in what the parents expect their children to be,Premise
1744,AAEC_220,"the parents can save money, if their children live with them longer",Claim
1745,AAEC_220,living at home costs less than living outside,Premise
1746,AAEC_220,Learning to be independent means that the young adult needs to leave home,Premise
1747,AAEC_220,the young adult needs father and mother's suggestions,Premise
1748,AAEC_220,"When in dilemma, the parents can comfort him and give him a big hand",Premise
1749,AAEC_220,They are the people who are most familiar with him can give a suitable advice and lead him to the right way,Premise
1750,AAEC_220,"If the parents do not help him immediately, he would have to suffer more pain",Premise
1751,AAEC_220,"taking advice from parents, the young adult can go through obstacles easily",Claim
1752,AAEC_221,the zoo is invaluable for human beings,MajorClaim
1753,AAEC_221,It is very crucial for learning,Claim
1754,AAEC_221,It helps animals out of extinction,Claim
1755,AAEC_221,it is a interesting travel location,Claim
1756,AAEC_221,the zoo gives humans new knowledge,Claim
1757,AAEC_221,the zoo is the important place for innate learning,Premise
1758,AAEC_221,The zoo also let students have a chance to learning biology practically,Premise
1759,AAEC_221,They are able to observe animals' behaviors and features,Premise
1760,AAEC_221,practical learning help students relax from a boring lecture class,Premise
