,text_id,source_tokens,target_tokens,labels
2310,AbstRCT_neoplasm_23768153,"Interviews with trial participants indicated that trial procedures, including recruitment, randomisation and research instruments, were acceptable.","Conducting a pragmatic trial of effectiveness of a VR intervention among cancer survivors is both feasible and acceptable,",Support
2311,AbstRCT_neoplasm_23768153,"Participants in the intervention group reported, on average, 53 fewer days of sick leave over the first 6 months post-surgery than those in the control group;","Conducting a pragmatic trial of effectiveness of a VR intervention among cancer survivors is both feasible and acceptable,",Support
2312,AbstRCT_neoplasm_12783373,"After crossing over from IFN to imatinib, patients experienced a significant (P <.001) increase in TOI scores.",patients who crossed over to imatinib reported higher QoL than those who remained on IFN.,Support
2313,AbstRCT_neoplasm_12783373,"Mean social/family and EWB scores were 22.8 and 19.5, respectively, for imatinib and 21.6 and 17.6, respectively, for IFN (P <.001, ITT).",Imatinib offers clear QoL advantages over IFN as first-line treatment of chronic-phase CML.,Support
2314,AbstRCT_neoplasm_12783373,"There was a significant decline in TOI scores for the IFN treatment arm compared with preservation of baseline TOI scores in the imatinib arm (P <.001, ITT).",Imatinib offers clear QoL advantages over IFN as first-line treatment of chronic-phase CML.,Support
2315,AbstRCT_neoplasm_24127364,The median time to deterioration was 1.6 months versus 1.1 months for GHS (P =.02) and 5.6 months versus 1.7 months for PF (P <.0001) favoring CET/placebo.,"Compared with CET/placebo, the combination of CET/BRIV worsened time to QoL deterioration for patients with K-RAS wild-type, chemotherapy-refractory, metastatic colorectal cancer on the PF and GHS scales of European Organization for Research and Treatment of Cancer Quality of Life Questionnaire C30.",Support
2316,AbstRCT_neoplasm_24127364,"Secondary analysis favored CET/placebo for QOL response on the PF, Cognitive Function, Fatigue, Nausea, Appetite, and Diarrhea scales.","Compared with CET/placebo, the combination of CET/BRIV worsened time to QoL deterioration for patients with K-RAS wild-type, chemotherapy-refractory, metastatic colorectal cancer on the PF and GHS scales of European Organization for Research and Treatment of Cancer Quality of Life Questionnaire C30.",Support
2317,AbstRCT_neoplasm_24127364,This result may be due to higher rates of fatigue and gastrointestinal adverse events.,"Compared with CET/placebo, the combination of CET/BRIV worsened time to QoL deterioration for patients with K-RAS wild-type, chemotherapy-refractory, metastatic colorectal cancer on the PF and GHS scales of European Organization for Research and Treatment of Cancer Quality of Life Questionnaire C30.",Partial-Attack
2318,AbstRCT_neoplasm_24127364,"Clinical adverse events of ≥ grade 3 were more common with CET/BRIV than with CET/placebo, including fatigue (25% vs 11%), hypertension, rash, diarrhea, abdominal pain, dehydration, and anorexia.",This result may be due to higher rates of fatigue and gastrointestinal adverse events.,Support
2319,AbstRCT_neoplasm_20809177,These values differed significantly among the groups (P = .007).,"The dysfunction score was 58.9 ± 15.0 after distal gastrectomy, 66.8 ± 14.1 after total gastrectomy, and 62.4 ± 21.6 after pylorus-preserving gastrectomy.",Attack
2320,AbstRCT_neoplasm_20809177,"Dysfunction scores according to postoperative activity status were 49.1 ± 15.6 in 71 patients who resumed their activities, 56.9 ± 15.7 in 39 patients with reduced activities, 57.3 ± 8.8 in 15 patients with minimal activities, and 63.3 ± 11.8 (P < .05) in 16 patients who did not resume activities because of poor physical condition.",This scoring system for postoperative gastrointestinal dysfunction provides an objective measure of dysfunction related to specific surgical procedures and correlates with activities of daily living in the postoperative period.,Support
2321,AbstRCT_neoplasm_20809177,"The dysfunction score was 58.9 ± 15.0 after distal gastrectomy, 66.8 ± 14.1 after total gastrectomy, and 62.4 ± 21.6 after pylorus-preserving gastrectomy.",This scoring system for postoperative gastrointestinal dysfunction provides an objective measure of dysfunction related to specific surgical procedures and correlates with activities of daily living in the postoperative period.,Support
2322,AbstRCT_neoplasm_23820680,"Nausea and vomiting is the only notable symptom that was worse in whole stomach group at the time of 2 years after surgery,",patients in whole stomach group suffered more severe nausea and vomiting.,Support
2323,AbstRCT_neoplasm_23820680,The perioperative complication rate was 26.9% in narrow gastric tube group and 48.1% in whole stomach group (P = 0.31).,Narrow gastric tube reconstruction may be a good alternative choice for patients undergoing oncologic esophagectomy in view of better health-related quality of life after the surgery.,Support
2324,AbstRCT_neoplasm_23820680,"At the time of 3 weeks after surgery, the reflux and dyspnea scores were higher in whole stomach group than in narrow gastric tube group, which meant that the patients in whole stomach group suffered more severe problem.",patients in whole stomach group suffered more severe nausea and vomiting.,Support
2325,AbstRCT_neoplasm_23820680,"At the time of 6 months and 1 year after surgery, the reflux scores were lower in narrow gastric tube group than in whole stomach group, which revealed that there were less problems of reflux in the patients of narrow gastric tube group;",Narrow gastric tube reconstruction may be a good alternative choice for patients undergoing oncologic esophagectomy in view of better health-related quality of life after the surgery.,Support
2326,AbstRCT_neoplasm_23820680,"the score of physical function scale in narrow gastric tube group was higher conversely, which suggested that the patients gain a better status in physical function.",Narrow gastric tube reconstruction may be a good alternative choice for patients undergoing oncologic esophagectomy in view of better health-related quality of life after the surgery.,Support
2327,AbstRCT_neoplasm_12011126,"After 12 and 16 weeks of treatment, QOL significantly improved in the epoetin beta group compared with placebo (P <.05);","Many severely anemic and transfusion-dependent patients with advanced MM, NHL, and CLL and a low performance status benefited from epoetin therapy, with elimination of severe anemia and transfusion need, and improvement in QOL.",Support
2328,AbstRCT_neoplasm_12011126,"Transfusion-free (P =.0012) survival and transfusion- and severe anemia-free survival (P =.0001) were significantly greater in the epoetin beta group versus placebo (Wald chi(2) test), giving a relative risk reduction of 43% and 51%, respectively.","Many severely anemic and transfusion-dependent patients with advanced MM, NHL, and CLL and a low performance status benefited from epoetin therapy, with elimination of severe anemia and transfusion need, and improvement in QOL.",Support
2329,AbstRCT_neoplasm_23793805,"The LADG and ODG groups showed similar survival [5-year DFS rate: 98.8 % vs. 97.6 %, respectively (P = 0.514), 5-year overall survival (OS) rate: 97.6 vs. 96.3 %, respectively (P = 0.721)] or overall complication rate (29.3 vs. 42.7 %, respectively; P = 0.073).",LADG showed similar DFS and OS compared to ODG in treating early gastric cancer.,Support
2330,AbstRCT_neoplasm_23793805,Mild complications were significantly less frequent in the LADG group than in the ODG group (23.2 vs. 41.5 %; P = 0.012).,Marginal benefits in mild complications were observed with LADG.,Support
2331,AbstRCT_neoplasm_23793805,"The rates of moderate, severe, and long-term complications (i.e., 31 days to 5 years after surgery) did not differ significantly between groups.",LADG did not show advantages over ODG regarding other complications and long-term QOL.,Support
2332,AbstRCT_neoplasm_23793805,No clinically meaningful differences were detected between the two groups in long-term QOL.,LADG did not show advantages over ODG regarding other complications and long-term QOL.,Support
2333,AbstRCT_neoplasm_15157043,but the small sample size and possible predisposing risk factors preclude definitive conclusions.,"This may relate to the administration of r-HuEPO in this high-risk population,",Partial-Attack
2334,AbstRCT_neoplasm_20631341,"After the completion of treatment, average GLQ-8 scores for numbness (P = .003) and hair loss (P = .04) and the Spitzer Quality of Life Index (P = .05) favored 3B(90)E(500)P.","At the end of treatment, average scores for most side effect scales favored 3B(90)E(500)P.",Support
2335,AbstRCT_neoplasm_20631341,"Overall survival remained better in those assigned to 3B(90)E(500)P than in those assigned to 4B(30)E(360)P (8-year survival: 92% vs 83%; hazard ratio of death = 0.38, 95% confidence interval = 0.15 to 0.97, P = .037).",The survival benefit of 3B(90)E(500)P over 4B(30)E(360)P was maintained with long-term follow-up.,Support
2336,AbstRCT_neoplasm_20631341,"Progression-free survival favored 3B(90)E(500)P but was not statistically significantly different between the treatment groups (8-year progression-free survival, 3B(90)E(500)P vs 4B(30)E(360)P: 86% vs 79%; hazard ratio of progression = 0.6, 95% confidence interval = 0.3 to 1.1, P = .15).",The survival benefit of 3B(90)E(500)P over 4B(30)E(360)P was maintained with long-term follow-up.,Support
2337,AbstRCT_neoplasm_23803270,"however, all groups had clinically and statistically significant reduction in volume.",No statistically significant between-group differences were found in volume reduction;,Partial-Attack
2338,AbstRCT_neoplasm_23803270,No statistically significant between-group differences were found in volume reduction;,compression bandaging alone could account for the demonstrated volume reduction.,Support
2339,AbstRCT_neoplasm_12925071,"Acute toxicity (WHO) of RCT was low, with less than 15% of patients experiencing grade 3 or higher toxicity",Neoadjuvant RCT is well tolerated and bears no higher risk for postoperative morbidity.,Support
2340,AbstRCT_neoplasm_12925071,"The principal toxicity was diarrhea, with 12% in the postoperative RCT-arm and 11% in the pre-operative RCT-arm having grade 3-, and 1% in either arm having grade 4-diarrhea.",Neoadjuvant RCT is well tolerated and bears no higher risk for postoperative morbidity.,Support
2341,AbstRCT_neoplasm_12925071,"Erythema, nausea and leukopenia were the next common toxicities, with less than 3% of patients in either arm suffering grade 3 or greater leukopenia or nausea.",Neoadjuvant RCT is well tolerated and bears no higher risk for postoperative morbidity.,Support
2342,AbstRCT_neoplasm_12925071,"Postoperative complication rates were similar in both arms, with 12% (postop. RCT) and 12% (pre-op. RCT) of patients, respectively, suffering from anastomotic leakage, 3% (postop. RCT) and 3% (pre-op. RCT) from postoperative bleeding, and 6% (postop. RCT) and 4% (pre-op. RCT) from delayed wound healing.",Neoadjuvant RCT is well tolerated and bears no higher risk for postoperative morbidity.,Support
2343,AbstRCT_neoplasm_23840308,"Delirium occurred in 31 patients (11.9%), and there was no significant difference between the incidence of delirium in the intervention group and the usual-care group (9.4% vs. 14.3%, OR: 0.63, 95% CI: 0.29-1.35).","Within this study, a geriatric liaison intervention based on frailty for the prevention of postoperative delirium in frail elderly cancer patients undergoing elective surgery for a solid tumour has not proven to be effective.",Support
2344,AbstRCT_neoplasm_12748244,"Withdrawal due to drug-related AEs was 1.9% and 9.4% for patients receiving gefitinib 250 and 500 mg/d, respectively.","At 250 mg/d, gefitinib had a favorable AE profile.",Support
2345,AbstRCT_neoplasm_12748244,Drug-related toxicities were more frequent in the higher-dose group.,"At 250 mg/d, gefitinib had a favorable AE profile.",Support
2346,AbstRCT_neoplasm_12748244,Adverse events (AEs) at both dose levels were generally mild (grade 1 or 2) and consisted mainly of skin reactions and diarrhea.,"At 250 mg/d, gefitinib had a favorable AE profile.",Support
2347,AbstRCT_neoplasm_12748244,"At 250 mg/d, gefitinib had a favorable AE profile.","Gefitinib 250 mg/d is an important, novel treatment option for patients with pretreated advanced NSCLC.",Support
2348,AbstRCT_neoplasm_12748244,Gefitinib showed clinically meaningful antitumor activity and provided symptom relief as second- and third-line treatment in these patients.,"Gefitinib 250 mg/d is an important, novel treatment option for patients with pretreated advanced NSCLC.",Support
2349,AbstRCT_neoplasm_12748244,Symptom improvements were recorded for 69.2% (250 mg/d) and 85.7% (500 mg/d) of patients with a tumor response.,Gefitinib showed clinically meaningful antitumor activity and provided symptom relief as second- and third-line treatment in these patients.,Support
2350,AbstRCT_neoplasm_12748244,"Objective tumor response rates were 18.4% (95% confidence interval [CI], 11.5 to 27.3) and 19.0% (95% CI, 12.1 to 27.9); among evaluable patients, symptom improvement rates were 40.3% (95% CI, 28.5 to 53.0) and 37.0% (95% CI, 26.0 to 49.1); median progression-free survival times were 2.7 and 2.8 months; and median overall survival times were 7.6 and 8.0 months, respectively.",Gefitinib showed clinically meaningful antitumor activity and provided symptom relief as second- and third-line treatment in these patients.,Support
2351,AbstRCT_neoplasm_15226773,"The NI group had statistically smaller deteriorations in weight (P<0.001), nutritional status (P=0.020) and global QoL (P=0.009) compared with those receiving UC.","Early and intensive NI appears beneficial in terms of minimising weight loss, deterioration in nutritional status, global QoL and physical function in oncology outpatients receiving radiotherapy to the GI or head and neck area.",Support
2352,AbstRCT_neoplasm_15226773,"Clinically, but not statistically significant differences in fat-free mass were observed between the groups (P=0.195).","Early and intensive NI appears beneficial in terms of minimising weight loss, deterioration in nutritional status, global QoL and physical function in oncology outpatients receiving radiotherapy to the GI or head and neck area.",Support
2353,AbstRCT_neoplasm_20680680,"At the 9-months assessment, the TEX group scored statistically significantly higher on global quality of life and physical functioning.","after 9 months, when the patients had adapted to treatment, the TEX group seemed to have a slightly better quality of life.",Support
2354,AbstRCT_neoplasm_20680680,There were no statistically significant differences between the TEX group and the ET group on any of the subscales 2 months after randomization.,"At the 2-months assessment, when side-effects of chemotherapy were present, patients in the TEX group appeared to fare a bit worse than those receiving ET.",Support
2355,AbstRCT_neoplasm_20680680,"Small clinical differences (5-10 points) in favor of the ET group were found for global quality of life, role functioning, social functioning, and insomnia.","At the 2-months assessment, when side-effects of chemotherapy were present, patients in the TEX group appeared to fare a bit worse than those receiving ET.",Support
2356,AbstRCT_neoplasm_20680680,"Small clinically significant differences were found for global quality of life, physical functioning, role functioning, emotional functioning, dyspnoea, and insomnia, all in favour of the TEX group.","after 9 months, when the patients had adapted to treatment, the TEX group seemed to have a slightly better quality of life.",Support
2357,AbstRCT_neoplasm_11387359,Adverse events were comparable between groups.,Epoetin alfa safely and effectively ameliorates anemia and significantly improves QOL in cancer patients receiving nonplatinum chemotherapy.,Support
2358,AbstRCT_neoplasm_11387359,"Improvement of all primary cancer- and anemia-specific QOL domains, including energy level, ability to do daily activities, and fatigue, was significantly (P <.01) greater for epoetin alfa versus placebo patients.",Epoetin alfa safely and effectively ameliorates anemia and significantly improves QOL in cancer patients receiving nonplatinum chemotherapy.,Support
2359,AbstRCT_neoplasm_11387359,"Kaplan-Meier estimates showed a trend in overall survival favoring epoetin alfa (P =.13, log-rank test),",Encouraging results regarding increased survival warrant another trial designed to confirm these findings.,Support
2360,AbstRCT_neoplasm_11387359,"Epoetin alfa, compared with placebo, significantly decreased transfusion requirements (P =.0057) and increased hemoglobin (P <.001).",Epoetin alfa safely and effectively ameliorates anemia and significantly improves QOL in cancer patients receiving nonplatinum chemotherapy.,Support
2361,AbstRCT_neoplasm_11387359,Cox regression analysis showed an estimated hazards ratio of 1.309 (P =.052) favoring epoetin alfa.,Epoetin alfa safely and effectively ameliorates anemia and significantly improves QOL in cancer patients receiving nonplatinum chemotherapy.,Support
2362,AbstRCT_neoplasm_16571129,"the treatments are not always well-accepted,","Prospective investigations of complete decongestive lymphatic physiotherapy (CDPT), including manual lymphatic drainage (MLD), have validated the efficacy of these interventions for the initial reduction of edema and long-term maintenance of limb volume in lymphedema.",Partial-Attack
2363,AbstRCT_neoplasm_16571129,patients may suffer from a deterioration in quality-of-life or a time-dependent loss of initial treatment benefits.,"Prospective investigations of complete decongestive lymphatic physiotherapy (CDPT), including manual lymphatic drainage (MLD), have validated the efficacy of these interventions for the initial reduction of edema and long-term maintenance of limb volume in lymphedema.",Partial-Attack
2364,AbstRCT_neoplasm_16571129,This short-term prospective evaluation of the Flexitouch suggests that the device may provide better maintenance edema control than self-adiminstered massage in breast cancer-associated lymphedema.,The apparent ease of use and reliability of response to the device suggest that further broad-scale testing is warranted.,Support
2365,AbstRCT_neoplasm_16571129,"Post-treatment arm volume reduced significantly after the Flexitouch, but not after self-administered massage.",This short-term prospective evaluation of the Flexitouch suggests that the device may provide better maintenance edema control than self-adiminstered massage in breast cancer-associated lymphedema.,Support
2366,AbstRCT_neoplasm_16571129,"The patients' mean weight decreased significantly with Flexitouch use, but not with massage.",This short-term prospective evaluation of the Flexitouch suggests that the device may provide better maintenance edema control than self-adiminstered massage in breast cancer-associated lymphedema.,Support
2367,AbstRCT_neoplasm_16571129,The Flexitouch device was apparently well-tolerated and accepted by patients.,The apparent ease of use and reliability of response to the device suggest that further broad-scale testing is warranted.,Support
2368,AbstRCT_neoplasm_16571129,there were no statistical differences in scores when the two treatment modalities were compared.,Serial SF-36 administration showed no deterioration in physical or psychosocial scores compared to baseline measurements;,Partial-Attack
2369,AbstRCT_neoplasm_16571129,Serial SF-36 administration showed no deterioration in physical or psychosocial scores compared to baseline measurements;,This short-term prospective evaluation of the Flexitouch suggests that the device may provide better maintenance edema control than self-adiminstered massage in breast cancer-associated lymphedema.,Support
2370,AbstRCT_neoplasm_17674351,Previously validated appetite questionnaires revealed negligible improvements in both treatment arms.,"Etanercept, as prescribed in the current trial, does not appear to palliate the cancer anorexia/weight loss syndrome in patients with advanced disease.",Support
2371,AbstRCT_neoplasm_17674351,"Over time, weight gain was found to be minimal in both treatment arms; no patient gained >or=10% of their baseline weight.","Etanercept, as prescribed in the current trial, does not appear to palliate the cancer anorexia/weight loss syndrome in patients with advanced disease.",Support
2372,AbstRCT_neoplasm_21993852,"With respect to DAUGS 20, the total score did not differ significantly between the R-Y and B-I groups (24.8 vs. 23.6, p = 0.41).",The B-I and R-Y techniques were generally equivalent in terms of postoperative QOL and dysfunction.,Support
2373,AbstRCT_neoplasm_21993852,The B-I and R-Y techniques were generally equivalent in terms of postoperative QOL and dysfunction.,Both procedures seem acceptable as standard reconstructions after distal gastrectomy with regard to postoperative QOL and dysfunction.,Support
2374,AbstRCT_neoplasm_21993852,"Only reflux symptoms were significantly worse for B-I than for R-Y (0.7 ± 0.6 vs. 0.5 ± 0.6, p = 0.01).",The B-I and R-Y techniques were generally equivalent in terms of postoperative QOL and dysfunction.,Support
2375,AbstRCT_neoplasm_21993852,"Only the dyspnea symptom scale showed superior results for R-Y than for B-I (B-I 13.6 ± 17.9, R-Y 8.6 ± 16.3, p = 0.02).",The B-I and R-Y techniques were generally equivalent in terms of postoperative QOL and dysfunction.,Support
2376,AbstRCT_neoplasm_15274068,"Men in the control group had significant increases in fatigue scores from baseline to the end of radiotherapy (P = 0.013), with no significant increases observed in the exercise group (P = 0.203).","Home-based, moderate-intensity walking produced a significant improvement in physical functioning with no significant increase in fatigue.",Support
2377,AbstRCT_neoplasm_15274068,"A nonsignificant reduction (2.4%) in shuttle test distance at the end of radiotherapy was observed in the control group; however, in the exercise group, there was a significant increase (13.2%) in distance walked (P = 0.0003).","Home-based, moderate-intensity walking produced a significant improvement in physical functioning with no significant increase in fatigue.",Support
2378,AbstRCT_neoplasm_15274068,Men who followed advice to rest and take things easy if they became fatigued demonstrated a slight deterioration in physical functioning and a significant increase in fatigue at the end of radiotherapy.,Improved physical functioning may be necessary to combat radiation fatigue.,Support
2379,AbstRCT_neoplasm_15274068,"Home-based, moderate-intensity walking produced a significant improvement in physical functioning with no significant increase in fatigue.",Improved physical functioning may be necessary to combat radiation fatigue.,Support
2380,AbstRCT_neoplasm_12721239,"Peak oxygen consumption increased by 0.24 L/min in the exercise group,",Exercise training had beneficial effects on cardiopulmonary function and QOL in postmenopausal breast cancer survivors.,Support
2381,AbstRCT_neoplasm_12721239,"whereas it decreased by 0.05 L/min in the control group (mean difference, 0.29 L/min; 95% confidence interval [CI], 0.18 to 0.40; P <.001).",Exercise training had beneficial effects on cardiopulmonary function and QOL in postmenopausal breast cancer survivors.,Support
2382,AbstRCT_neoplasm_12721239,"Overall QOL increased by 9.1 points in the exercise group compared with 0.3 points in the control group (mean difference, 8.8 points; 95% CI, 3.6 to 14.0; P =.001).",Exercise training had beneficial effects on cardiopulmonary function and QOL in postmenopausal breast cancer survivors.,Support
2383,AbstRCT_neoplasm_12721239,Pearson correlations indicated that change in peak oxygen consumption correlated with change in overall QOL (r = 0.45; P <.01).,Exercise training had beneficial effects on cardiopulmonary function and QOL in postmenopausal breast cancer survivors.,Support
2384,AbstRCT_neoplasm_10506606,The response rate was 71% for DepoCyt and 15% for ara-C on an intent-to-treat basis (P =.006).,DepoCyt injected once every 2 weeks produced a high response rate and a better quality of life as measured by Karnofsky score relative to that produced by free ara-C injected twice a week.,Support
2385,AbstRCT_neoplasm_10506606,DepoCyt treatment was associated with an improved mean change in Karnofsky performance score at the end of induction (P =.041).,DepoCyt injected once every 2 weeks produced a high response rate and a better quality of life as measured by Karnofsky score relative to that produced by free ara-C injected twice a week.,Support
2386,AbstRCT_neoplasm_17717452,"JP patients had fewer bowel movements, less clustering, used fewer pads and had a lower FISI than the CP-2 group.","In patients undergoing a restorative resection for low rectal cancer, a colonic JP offers significant advantages in function over an SA or a coloplasty.",Support
2387,AbstRCT_neoplasm_17717452,There was no difference in bowel function between the CP-1 and SA groups.,"In patients who cannot have a pouch, coloplasty seems not to improve the bowel function of patients over that with an SA.",Support
2388,AbstRCT_neoplasm_17717452,No significant difference was observed in the complications among the 4 groups.,"In patients undergoing a restorative resection for low rectal cancer, a colonic JP offers significant advantages in function over an SA or a coloplasty.",Support
2389,AbstRCT_neoplasm_17717452,Other parameters were not statistically different.,"In patients undergoing a restorative resection for low rectal cancer, a colonic JP offers significant advantages in function over an SA or a coloplasty.",Support
2390,AbstRCT_neoplasm_17717452,QOL scores at 24 months were similar for each of the 4 groups.,"In patients undergoing a restorative resection for low rectal cancer, a colonic JP offers significant advantages in function over an SA or a coloplasty.",Support
2391,AbstRCT_neoplasm_15139072,"There were no significant differences between groups in terms of intrusion or avoidance, state anxiety, depression, or fatigue.","However, there were no significant differences between groups for the other outcomes.",Support
2392,AbstRCT_neoplasm_15139072,"This included better subjective sleep quality (P < 0.02), faster sleep latency (P < 0.01), longer sleep duration (P < 0.03), and less use of sleep medications (P < 0.02).",The participation rates suggested that a TY program is feasible for patients with cancer and that such a program significantly improves sleep-related outcomes.,Support
2393,AbstRCT_neoplasm_15139072,Patients in the TY group reported significantly lower sleep disturbance scores during follow-up compared with patients in the wait-list control group (5.8 vs. 8.1; P < 0.004).,The participation rates suggested that a TY program is feasible for patients with cancer and that such a program significantly improves sleep-related outcomes.,Support
2394,AbstRCT_neoplasm_12118027,but this did not translate into a survival advantage.,"PVI 5-FU plus MMC resulted in a superior response rate in comparison with PVI 5-FU alone in advanced pancreatic cancer,",Partial-Attack
2395,AbstRCT_neoplasm_12118027,although there was no statistically significant difference in QOL between arms.,"Global QOL improved significantly after 24 weeks of treatment compared with baseline for patients receiving 5-FU plus MMC,",Partial-Attack
2396,AbstRCT_neoplasm_12118027,"PVI 5-FU plus MMC resulted in a superior response rate in comparison with PVI 5-FU alone in advanced pancreatic cancer,",These results emphasize the importance of chemotherapy in this setting and the continuing value of the fluoropyrimidines in pancreatic cancer.,Support
2397,AbstRCT_neoplasm_12118027,"Global QOL improved significantly after 24 weeks of treatment compared with baseline for patients receiving 5-FU plus MMC,",These results emphasize the importance of chemotherapy in this setting and the continuing value of the fluoropyrimidines in pancreatic cancer.,Support
2398,AbstRCT_neoplasm_12118027,The overall response rate was 8.4% (95% confidence interval [CI]) 3.2% to 13.7% for patients treated with PVI 5-FU alone compared with 17.6%; 95% CI 10.3% to 25.1% for PVI 5-FU plus MMC (P =.04).,"PVI 5-FU plus MMC resulted in a superior response rate in comparison with PVI 5-FU alone in advanced pancreatic cancer,",Support
2399,AbstRCT_neoplasm_12118027,Median failure-free survival was 2.8 months for PVI 5-FU and 3.8 months for PVI 5-FU plus MMC (P =.14).,but this did not translate into a survival advantage.,Support
2400,AbstRCT_neoplasm_12118027,Median survival was 5.1 months for PVI 5-FU and 6.5 months for PVI 5-FU plus MMC (P =.34).,but this did not translate into a survival advantage.,Support
2401,AbstRCT_neoplasm_24178750,except for patients undergoing autologous HCT.,"Longer neutropenia duration was observed in all patient subgroups,",Partial-Attack
2402,AbstRCT_neoplasm_24178750,"but more deaths were observed with IV (4/57, 7%) versus SC (1/61, 1.6%) G-CSF administration, P = 0.196.","There was no significant difference between groups in the occurrence of infection or death,",Partial-Attack
2403,AbstRCT_neoplasm_24178750,"Longer neutropenia duration was observed in all patient subgroups,","Bolus IV administration of G-CSF results in longer neutropenia duration than SC administration, with no difference in clinical or quality-of-life measures.",Support
2404,AbstRCT_neoplasm_24178750,"The mean time to neutropenia resolution was longer with IV G-CSF [7.9 days, 95% confidence interval (CI) 6.6-9.1] compared with SC G-CSF (5.4 days, 95% CI 4.6-6.2), log-rank P = 0.001.","Bolus IV administration of G-CSF results in longer neutropenia duration than SC administration, with no difference in clinical or quality-of-life measures.",Support
2405,AbstRCT_neoplasm_24178750,Patients reported similar pain and satisfaction scores in both groups.,"Bolus IV administration of G-CSF results in longer neutropenia duration than SC administration, with no difference in clinical or quality-of-life measures.",Support
2406,AbstRCT_neoplasm_12118024,"After completion of chemotherapy, patients treated with trastuzumab and chemotherapy reported significant improvement in fatigue (P <.05) as compared with their baseline scores.",Statistically significantly higher proportions of patients treated with a combination of trastuzumab and chemotherapy reported improved global QOL than did patients treated by chemotherapy alone.,Support
2407,AbstRCT_neoplasm_12118024,Higher proportions of patients receiving the combined therapy achieved improvement in global QOL (P <.05) than did patients treated with chemotherapy alone.,Statistically significantly higher proportions of patients treated with a combination of trastuzumab and chemotherapy reported improved global QOL than did patients treated by chemotherapy alone.,Support
2408,AbstRCT_neoplasm_12118024,but the differences were not statistically significant.,"Higher proportions of the combined therapy group also achieved improvement in physical and role functioning and in fatigue as compared with the chemotherapy group,",Attack
2409,AbstRCT_neoplasm_9643663,'Casodex' had a substantially lower incidence of hot flushes compared to castration (6-13% compared with 39-44%) and the most commonly reported adverse events were those expected for a potent antiandrogen.,'Casodex' has shown a benefit in terms of quality of life and subjective response when compared to castration and has an acceptable tolerability profile.,Support
2410,AbstRCT_neoplasm_9643663,'Casodex' has shown a benefit in terms of quality of life and subjective response when compared to castration and has an acceptable tolerability profile.,Thus 'Casodex' 150 mg monotherapy is an option for patients with M1 prostate cancer for whom surgical or medical castration is not indicated or is not acceptable.,Support
2411,AbstRCT_neoplasm_9643663,Analysis of a validated quality-of-life questionnaire proved an advantage for 'Casodex' in sexual interest and physical capacity.,'Casodex' has shown a benefit in terms of quality of life and subjective response when compared to castration and has an acceptable tolerability profile.,Support
2412,AbstRCT_neoplasm_9643663,"In symptomatic M1 patients, 'Casodex' was associated with a statistically significant improvement in subjective response (70%) compared with castration (58%).",'Casodex' has shown a benefit in terms of quality of life and subjective response when compared to castration and has an acceptable tolerability profile.,Support
2413,AbstRCT_neoplasm_9643663,"In symptomatic M1 patients, 'Casodex' was associated with a statistically significant improvement in subjective response (70%) compared with castration (58%).",'Casodex' 150 mg is less effective than castration in patients with M1 disease.,Attack
2414,AbstRCT_neoplasm_9643663,"At a median follow-up period of approximately 100 weeks for both studies, 'Casodex' 150 mg was found to be less effective than castration in patients with metastatic disease (M1) at entry (hazard ratio of 1.30 for time to death) with a difference in median survival of 6 weeks.",'Casodex' 150 mg is less effective than castration in patients with M1 disease.,Support
2415,AbstRCT_neoplasm_11346336,"Pancreatitis occurred in 3 patients with triglyceride levels higher than 14.69 mmol/L (1300 mg/dL), all of whom were taking 300 mg/m(2) or more of oral bexarotene per day.",Hypertriglyceridemia and hypothyroidism require monitoring but are reversible and manageable with concomitant medication.,Support
2416,AbstRCT_neoplasm_11346336,"The following drug-related adverse effects were reversible and treatable: hypertriglyceridemia (46 patients [79%]), hypercholesterolemia (28 patients [48%]), headache (27 patients [47%]), central hypothyroidism (23 patients [40%]), asthenia (21 patients [36%]), and leukopenia (16 patients [28%]).",Hypertriglyceridemia and hypothyroidism require monitoring but are reversible and manageable with concomitant medication.,Support
2417,AbstRCT_neoplasm_11346336,Eight (73%) of 11 patients crossing over from 6.5 mg/m(2) per day to higher doses subsequently responded.,Bexarotene (Targretin capsules) (the first retinoid X receptor-selective rexinoid) was well tolerated and effective as an oral treatment for 15 (54%) of 28 patients with refractory or persistent early-stage cutaneous T-cell lymphoma at doses of 300 mg/m(2) per day.,Support
2418,AbstRCT_neoplasm_11346336,"The rate of progressive disease was 47%, 21%, and 13% at the same dose levels, respectively.",Bexarotene (Targretin capsules) (the first retinoid X receptor-selective rexinoid) was well tolerated and effective as an oral treatment for 15 (54%) of 28 patients with refractory or persistent early-stage cutaneous T-cell lymphoma at doses of 300 mg/m(2) per day.,Support
2419,AbstRCT_neoplasm_11346336,"Responses (> or = 50% improvement) were seen in 3 (20%) of 15 patients with an initial dose at 6.5 mg/m(2) per day (95% confidence interval [CI], 0%-40%), 15 (54%) of 28 patients at 300 mg/m(2) per day (95% CI, 35%-72%), and 10 (67%) of 15 patients at above 300 mg/m(2) per day (95% CI, 43%-91%).",Bexarotene (Targretin capsules) (the first retinoid X receptor-selective rexinoid) was well tolerated and effective as an oral treatment for 15 (54%) of 28 patients with refractory or persistent early-stage cutaneous T-cell lymphoma at doses of 300 mg/m(2) per day.,Support
